ciudad;ingreso_pensiones;salud;educacion
70150; ; ; 
70150; ;5;5
70150; ; ; 
70150; ;6;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;7;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;8;8
70150; ;3;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;7
70150; ; ; 
70150; ;5;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;8;9
70150;175; ; 
70150; ; ; 
70150; ; ; 
70150; ;3;8
70150; ; ; 
70150; ;8;8
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;2;5
70150; ;2;9
70150; ;5;7
70150; ; ; 
70150; ;1;10
70150; ; ; 
70150; ; ; 
70150; ;0;5
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;0;9
70150;100; ; 
70150; ;9;9
70150; ; ; 
70150; ;0;2
70150; ;3;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;0;0
70150;250; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;0;10
70150; ; ; 
70150; ; ; 
70150; ;3;9
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;5
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;9;8
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;7;8
70150; ; ; 
70150; ;4;7
70150; ; ; 
70150; ; ; 
70150; ;5;6
70150; ;3;5
70150; ;2;5
70150; ; ; 
70150; ; ; 
70150; ;5;10
70150; ; ; 
70150; ; ; 
70150;400;5;5
70150; ;5;9
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;3;6
70150; ; ; 
70150; ;5;6
70150; ; ; 
70150; ;5;4
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;9
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;4;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;0;10
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;6
70150; ; ; 
70150; ;4;3
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;6;7
70150; ; ; 
70150;360; ; 
70150; ; ; 
70150; ;1;7
70150;500; ; 
70150; ; ; 
70150; ; ; 
70150; ;7;8
70150; ; ; 
70150; ; ; 
70150; ;4;5
70150; ; ; 
70150; ; ; 
70150; ;4;7
70150; ; ; 
70150;600;3;6
70150; ; ; 
70150; ; ; 
70150; ;0;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;2;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;7;8
70150;118; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150;200; ; 
70150; ;6;9
70150;316; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;8;6
70150; ; ; 
70150; ;9;7
70150; ;6;8
70150; ; ; 
70150; ; ; 
70150; ;5;5
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;8;9
70150;200;6;8
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;7;8
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;6;6
70150;1100; ; 
70150; ;7;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;2;6
70150; ; ; 
70150;1100;4;6
70150; ; ; 
70150; ;6;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;6
70150;800; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;5
70150; ;5;5
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;8;9
70150; ; ; 
70150; ; ; 
70150; ;0;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;4;4
70150; ; ; 
70150; ; ; 
70150; ;2;5
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;0;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;5
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;9;8
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;6
70150; ; ; 
70150; ;7;9
70150; ; ; 
70150; ; ; 
70150; ;5;99
70150; ; ; 
70150; ;4;7
70150; ;6;5
70150; ; ; 
70150; ; ; 
70150; ;5;8
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;3;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;6;3
70150; ;7;4
70150; ;2;3
70150; ; ; 
70150; ; ; 
70150; ;3;7
70150; ; ; 
70150; ; ; 
70150;198;99;8
70150; ;5;10
70150; ; ; 
70150; ;2;6
70150;1200; ; 
70150; ; ; 
70150; ;9;9
70150; ; ; 
70150;690;5;5
70150;280; ; 
70150; ; ; 
70150; ;3;7
70150;300; ; 
70150; ; ; 
70150; ;5;99
70150; ; ; 
70150; ;5;7
70150; ; ; 
70150; ; ; 
70150; ;3;8
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150;500; ; 
70150; ; ; 
70150; ;8;7
70150; ;6;9
70150; ; ; 
70150; ;7;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;99
70150; ;5;99
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150;406;1;6
70150; ; ; 
70150; ; ; 
70150; ;2;99
70150; ;4;9
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;6;8
70150; ;5;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;2;6
70150; ; ; 
70150; ; ; 
70150; ;3;7
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;3;7
70150; ; ; 
70150; ;3;9
70150; ; ; 
70150; ; ; 
70150; ;2;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;4;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;99;10
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;7;6
70150; ;5;8
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;6;6
70150; ; ; 
70150; ; ; 
70150; ;6;4
70150; ; ; 
70150; ; ; 
70150; ;5;6
70150; ; ; 
70150; ; ; 
70150; ;5;99
70150; ; ; 
70150; ;7;6
70150; ; ; 
70150; ;7;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;7;7
70150; ; ; 
70150; ;5;9
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;3;6
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ; ; 
70150; ;5;9
70150; ; ; 
70150; ; ; 
70250; ;6;8
70250; ; ; 
70250; ;7;5
70250; ; ; 
70250; ; ; 
70250; ; ; 
70250; ;4;6
70250; ;6;8
70250; ; ; 
70250; ; ; 
70250; ; ; 
70250; ;7;9
70250;800; ; 
70250; ; ; 
70250; ;5;8
70250; ; ; 
70250; ; ; 
70250; ; ; 
70250; ; ; 
70250; ;6;5
70250; ; ; 
70250; ; ; 
70250; ; ; 
70350;800;6;5
70350; ;6;99
70350; ; ; 
70350; ; ; 
70350; ; ; 
70350; ; ; 
70350; ;8;10
70350; ; ; 
70350; ; ; 
70350; ; ; 
70350; ;0;6
70350; ; ; 
70350; ; ; 
70350; ; ; 
70350; ; ; 
70350;74;7;8
70350; ; ; 
70350; ; ; 
70350; ; ; 
70350; ; ; 
70350; ; ; 
70350; ;6;9
70350; ; ; 
70350;958;6;6
70350; ; ; 
70352; ;6;6
70352; ; ; 
70352; ; ; 
70352; ; ; 
70352; ; ; 
70352; ; ; 
70352; ;6;5
70352; ; ; 
70352; ;8;9
70352; ; ; 
70352; ; ; 
70352; ; ; 
70352; ; ; 
70352; ;5;8
70352; ; ; 
70352; ; ; 
70352; ;4;5
70352; ; ; 
70352; ;8;8
70352; ; ; 
70352; ; ; 
70352; ; ; 
70352; ;5;9
70650; ;6;8
70650; ;9;6
70650; ; ; 
70650; ;0;6
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ;6;8
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ;7;8
70650; ;8;9
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ;0;6
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ;2;5
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ;5;99
70650; ; ; 
70650; ; ; 
70650; ;4;8
70650; ; ; 
70650; ; ; 
70650; ; ; 
70650; ;5;8
70650; ; ; 
70650; ; ; 
70650; ;4;7
70650; ; ; 
70650; ;3;99
70650; ; ; 
70650; ; ; 
70650; ;5;8
70650; ; ; 
70650; ; ; 
70750; ;7;8
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;7;5
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;4;7
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;6;7
70750; ;1;4
70750; ; ; 
70750; ; ; 
70750; ;3;8
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;2;7
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;0;8
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;5;5
70750; ; ; 
70750; ; ; 
70750; ;9;5
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;99;8
70750; ; ; 
70750; ;3;5
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;3;7
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;7;8
70750; ; ; 
70750; ;5;5
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;8;8
70750; ;4;7
70750; ; ; 
70750;130;1;8
70750; ; ; 
70750; ; ; 
70750; ;6;8
70750; ;5;6
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;6;9
70750; ;6;8
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;8;8
70750; ; ; 
70750; ; ; 
70750;210;6;8
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;8;8
70750; ; ; 
70750; ; ; 
70750; ; ; 
70750; ;7;8
70750; ; ; 
70750; ;5;6
70750; ; ; 
70750;105; ; 
70750; ; ; 
70750; ;6;8
70950; ; ; 
70950; ;8;6
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;8;8
70950; ; ; 
70950; ;6;99
70950; ; ; 
70950; ;5;6
70950; ; ; 
70950; ; ; 
70950; ;7;7
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;8;8
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;4;6
70950; ; ; 
70950; ;6;8
70950; ; ; 
70950; ;6;7
70950; ; ; 
70950;206;0;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;7;9
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;8;8
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;6;8
70950; ; ; 
70950; ; ; 
70950; ;7;8
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;4;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;4;6
70950; ; ; 
70950; ;4;5
70950; ; ; 
70950; ; ; 
70950;311; ; 
70950; ; ; 
70950; ;4;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;4;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;5;5
70950; ; ; 
70950; ;3;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;5;6
70950; ; ; 
70950;200;4;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;4;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;3;5
70950; ; ; 
70950; ;4;6
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;5;5
70950; ; ; 
70950; ;7;7
70950; ; ; 
70950;800;4;7
70950; ; ; 
70950; ;7;9
70950; ; ; 
70950;1000;7;8
70950;1300; ; 
70950; ; ; 
70950; ;8;10
70950; ; ; 
70950; ; ; 
70950; ;7;9
70950; ; ; 
70950;1400; ; 
70950; ;6;7
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;6;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;5;6
70950; ; ; 
70950; ;5;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;5;8
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;2;4
70950; ; ; 
70950; ;5;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950;100;4;6
70950; ; ; 
70950;130; ; 
70950; ; ; 
70950; ;6;6
70950; ; ; 
70950; ;4;8
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;3;5
70950; ; ; 
70950; ;2;8
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;5;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;8;5
70950; ; ; 
70950; ; ; 
70950; ; ; 
70950; ;4;5
70953; ;5;99
70953; ; ; 
70953; ;5;6
70953; ;5;9
70953; ;5;9
70953; ; ; 
70953; ; ; 
70953; ;3;5
70953; ; ; 
70953; ; ; 
70953; ; ; 
70953; ; ; 
70953; ;7;6
70953; ; ; 
70953; ; ; 
70953; ; ; 
70953; ;8;6
70953; ; ; 
70955; ;5;9
70955; ; ; 
70955; ;5;5
70955; ; ; 
70955; ; ; 
70955; ;8;8
70955; ; ; 
70955; ;2;4
70955; ; ; 
70955; ; ; 
70955; ; ; 
70955; ; ; 
70955; ;7;8
70955; ; ; 
70955; ; ; 
70955;110;4;3
70955; ; ; 
70955;70; ; 
70955; ; ; 
70955; ; ; 
70955; ; ; 
70955; ; ; 
70955; ;5;9
70955; ; ; 
70955; ; ; 
70955; ; ; 
71050; ;6;8
71050; ; ; 
71050; ; ; 
71050; ; ; 
71050; ;5;8
71050; ; ; 
71050; ; ; 
71050; ;5;6
71050; ;7;8
71050; ; ; 
71050; ; ; 
71050; ; ; 
71050; ; ; 
71050; ;5;8
71050; ; ; 
71050; ; ; 
71050; ; ; 
71050; ;4;6
71050; ; ; 
71050; ;4;8
71050; ; ; 
71050; ; ; 
71056; ;5;7
71056; ; ; 
71056; ; ; 
71056; ; ; 
71056; ;4;6
71056; ; ; 
71056; ; ; 
71056; ;6;8
71056; ; ; 
71056; ;5;10
71056; ; ; 
71056; ; ; 
71056; ; ; 
71056; ; ; 
71056; ; ; 
71056; ; ; 
71056; ;5;8
71056; ;9;8
71056; ; ; 
71056; ; ; 
71056; ; ; 
71056; ; ; 
71056; ;5;6
71151;110; ; 
71151; ;5;99
71151; ;6;8
71151; ; ; 
71151; ; ; 
71151; ; ; 
71151; ; ; 
71151; ;4;5
71151;110;5;9
71151; ; ; 
71151; ; ; 
71151; ; ; 
71151; ; ; 
71151; ; ; 
71151;110;6;7
71151; ; ; 
71151; ; ; 
71151; ;7;99
71151; ; ; 
71151;110;2;99
71151; ; ; 
71151; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ;6;7
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250;330;6;7
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ;5;9
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ;6;6
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ;6;5
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250;200;0;9
71250; ; ; 
71250; ;4;4
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ;2;5
71250; ; ; 
71250; ; ; 
71250; ;7;7
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ;7;9
71250; ;8;7
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ;5;8
71250; ; ; 
71250; ;7;5
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ;5;8
71250; ;6;8
71250;120; ; 
71250; ; ; 
71250; ; ; 
71250; ;6;8
71250; ; ; 
71250; ;6;9
71250; ; ; 
71250; ;6;8
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ;6;9
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250;200; ; 
71250; ;7;8
71250; ; ; 
71250; ;5;9
71250; ; ; 
71250; ; ; 
71250; ; ; 
71250; ; ; 
71252; ;5;7
71252; ;6;5
71252; ; ; 
71252; ; ; 
71252; ;5;8
71252; ; ; 
71252; ; ; 
71252; ; ; 
71252; ; ; 
71252; ;7;99
71252; ; ; 
71252; ;8;8
71252; ; ; 
71252; ; ; 
71252; ; ; 
71252; ; ; 
71252; ; ; 
71252; ; ; 
71252; ;7;8
71252; ;8;3
71252; ; ; 
71252; ; ; 
71252; ; ; 
71252; ; ; 
71254; ; ; 
71254; ; ; 
71254; ; ; 
71254; ;4;5
71254; ; ; 
71254;360; ; 
71254; ;1;7
71254; ; ; 
71254; ; ; 
71254; ;6;9
71254; ; ; 
71254; ; ; 
71254; ;5;6
71254; ; ; 
71254;200;5;99
71254; ; ; 
71254;110;8;7
71254; ; ; 
71254; ;1;7
71254; ; ; 
71254; ; ; 
71256; ;3;7
71256; ; ; 
71256; ; ; 
71256; ; ; 
71256; ; ; 
71256; ;8;8
71256; ; ; 
71256; ;5;5
71256; ; ; 
71256; ; ; 
71256; ;5;9
71256; ; ; 
71256; ; ; 
71256; ; ; 
71256; ; ; 
71256; ; ; 
71256; ;6;5
71256; ; ; 
71256; ;5;99
71256; ; ; 
71256; ;0;3
71256; ; ; 
71350; ;6;6
71350; ; ; 
71350; ; ; 
71350; ;2;2
71350; ;3;7
71350; ;5;8
71350; ;9;9
71350; ; ; 
71350; ; ; 
71350;300; ; 
71350;350;0;0
71350; ;7;6
71350; ; ; 
71350; ;5;8
71350; ; ; 
71350; ; ; 
71350; ; ; 
71350; ;6;7
71350; ; ; 
71350; ; ; 
71350; ;0;9
71350; ; ; 
71350; ; ; 
71350; ;3;6
71350; ; ; 
71350; ; ; 
71350; ; ; 
71350; ; ; 
71350; ;7;9
71350; ; ; 
71350; ; ; 
71350; ; ; 
71350; ; ; 
71350; ;6;8
71350; ; ; 
71350; ; ; 
71350; ;9;7
71350; ; ; 
71350; ; ; 
71350; ; ; 
71352; ;6;99
71352; ; ; 
71352; ; ; 
71352; ; ; 
71352; ;4;5
71352; ; ; 
71352; ; ; 
71352; ; ; 
71352; ;7;7
71352; ;7;8
71352; ;3;99
71352; ; ; 
71352; ; ; 
71352; ;5;8
71352; ; ; 
71352; ;9;99
71352; ; ; 
80150; ;5;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;6;7
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;8;9
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;3;7
80150; ; ; 
80150; ; ; 
80150; ;8;7
80150; ;3;6
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;7
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;0;9
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;9
80150; ; ; 
80150; ; ; 
80150;225;0;5
80150;420;4;7
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;2;7
80150; ; ; 
80150; ;7;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;7;5
80150; ; ; 
80150; ; ; 
80150; ;5;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;0;5
80150; ;8;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150;200;5;0
80150;500; ; 
80150; ;7;6
80150; ; ; 
80150; ;5;5
80150; ; ; 
80150;600; ; 
80150;400;4;3
80150; ; ; 
80150;900;3;4
80150;700; ; 
80150; ; ; 
80150; ;6;7
80150; ; ; 
80150;999999; ; 
80150;999999;6;5
80150; ; ; 
80150; ;8;8
80150; ; ; 
80150;450;5;6
80150;1600; ; 
80150;250; ; 
80150; ;5;3
80150; ;7;4
80150; ; ; 
80150;900; ; 
80150; ;0;6
80150; ;7;6
80150;490; ; 
80150;490; ; 
80150; ;3;10
80150; ; ; 
80150;280; ; 
80150; ; ; 
80150;300; ; 
80150; ;5;7
80150; ; ; 
80150; ; ; 
80150; ;5;7
80150;850; ; 
80150; ; ; 
80150; ;4;7
80150; ;5;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;3;7
80150; ; ; 
80150; ;3;7
80150; ; ; 
80150; ;5;8
80150; ; ; 
80150; ; ; 
80150; ;4;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150;500; ; 
80150; ; ; 
80150; ; ; 
80150; ;3;7
80150; ;1;4
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;4;9
80150; ; ; 
80150; ; ; 
80150; ;7;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;6;4
80150; ; ; 
80150; ; ; 
80150; ;7;7
80150; ; ; 
80150; ; ; 
80150; ;7;6
80150; ; ; 
80150; ; ; 
80150;425;5;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;0;5
80150; ; ; 
80150; ;5;5
80150; ; ; 
80150; ; ; 
80150; ;5;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;4;6
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150;100; ; 
80150; ; ; 
80150; ;5;7
80150; ;6;7
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;5
80150; ; ; 
80150; ; ; 
80150; ;5;4
80150; ; ; 
80150;165; ; 
80150; ;5;7
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;8;8
80150; ;6;3
80150; ;9;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;8;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;2;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;0;7
80150; ; ; 
80150; ;4;7
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;0;6
80150;200;4;3
80150; ; ; 
80150; ; ; 
80150;130; ; 
80150; ;6;7
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;1;5
80150; ; ; 
80150; ;4;6
80150; ; ; 
80150; ;5;5
80150;1500;7;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;3;5
80150; ; ; 
80150; ;3;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;3;6
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;7
80150; ; ; 
80150; ; ; 
80150; ;5;5
80150; ; ; 
80150; ;5;4
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;5
80150; ; ; 
80150; ;5;8
80150; ; ; 
80150; ; ; 
80150; ;4;8
80150; ; ; 
80150; ; ; 
80150; ;4;5
80150;600; ; 
80150;1000;4;5
80150; ; ; 
80150; ;5;6
80150; ; ; 
80150; ;3;7
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;4;5
80150; ; ; 
80150; ; ; 
80150;999999;5;8
80150; ; ; 
80150;800; ; 
80150; ;5;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;3;6
80150;425;3;5
80150; ; ; 
80150; ;4;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;0;6
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;4;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;7;5
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;2;8
80150;1090; ; 
80150; ;8;5
80150; ;4;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;2;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;6;5
80150; ; ; 
80150;520; ; 
80150;770; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150;500;7;8
80150; ;5;7
80150; ; ; 
80150;1000; ; 
80150;300;7;6
80150;180; ; 
80150; ;5;8
80150; ; ; 
80150; ;5;7
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150;1300; ; 
80150; ; ; 
80150; ;4;7
80150; ; ; 
80150; ; ; 
80150; ;8;8
80150; ; ; 
80150; ; ; 
80150;450;5;5
80150;1300; ; 
80150; ; ; 
80150; ;3;5
80150; ;4;7
80150; ;5;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;2;5
80150; ;5;8
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;5;7
80150; ; ; 
80150; ;7;6
80150; ; ; 
80150; ; ; 
80150; ; ; 
80150; ;6;5
