ciudad;ingreso_pensiones;salud;educacion
170150; ;4;6
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;7;5
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;5;5
170150; ; ; 
170150; ; ; 
170150; ;6;7
170150; ;3;5
170150; ; ; 
170150; ;7;5
170150; ; ; 
170150;700; ; 
170150; ;3;10
170150; ; ; 
170150; ; ; 
170150; ;5;5
170150; ; ; 
170150; ; ; 
170150;1800;6;8
170150; ; ; 
170150; ;5;7
170150; ; ; 
170150; ; ; 
170150; ;5;9
170150; ; ; 
170150; ;4;8
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;5;7
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;0;0
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;7;10
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;1;8
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;4;7
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150;230; ; 
170150; ;5;7
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;3;8
170150; ; ; 
170150; ;0;5
170150; ;0;5
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;4;7
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;7;6
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150;380; ; 
170150; ;5;7
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;5;7
170150; ; ; 
170150; ;4;6
170150; ; ; 
170150; ; ; 
170150;160; ; 
170150; ; ; 
170150; ;6;3
170150; ; ; 
170150; ; ; 
170150; ;6;5
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;7;5
170150; ; ; 
170150; ; ; 
170150; ;4;8
170150; ; ; 
170150; ; ; 
170150; ; ; 
170150; ;4;8
170150;325; ; 
170150; ; ; 
170150; ;3;7
170150; ;8;8
170150; ; ; 
170150; ; ; 
170150; ;7;10
170150; ; ; 
170150; ; ; 
170150; ;2;6
170150; ; ; 
170150; ; ; 
170150; ;3;7
170150; ;2;7
170151;746; ; 
170151; ; ; 
170151; ;5;6
170151; ; ; 
170151; ; ; 
170151; ; ; 
170151; ;3;6
170151; ; ; 
170151; ; ; 
170151; ;4;6
170151; ; ; 
170151; ;5;7
170151; ; ; 
170151; ;6;6
170151; ; ; 
170151; ; ; 
170151; ;5;4
170151; ; ; 
170151; ; ; 
170151; ;5;3
170151; ; ; 
170151; ; ; 
170151; ; ; 
170152; ; ; 
170152; ;1;7
170152; ; ; 
170152;385;2;7
170152; ; ; 
170152; ;2;7
170152; ; ; 
170152; ;4;6
170152; ; ; 
170152;460;3;6
170152; ; ; 
170152; ; ; 
170152;320; ; 
170152; ; ; 
170152; ;2;7
170152; ; ; 
170152; ;3;7
170154;550; ; 
170154;400; ; 
170154; ;8;7
170154; ; ; 
170154; ; ; 
170154; ; ; 
170154; ; ; 
170154; ;7;6
170154; ; ; 
170154; ; ; 
170154; ;5;10
170154; ; ; 
170154; ; ; 
170154; ; ; 
170154; ; ; 
170154; ;4;5
170154; ; ; 
170154; ; ; 
170154; ;6;6
170154; ; ; 
170155; ;3;5
170155; ; ; 
170155;350; ; 
170155; ;4;99
170155; ; ; 
170155; ;2;8
170155; ; ; 
170155; ; ; 
170155; ;4;8
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155;350;4;3
170155;800; ; 
170155; ; ; 
170155; ;4;5
170155; ; ; 
170155; ; ; 
170155; ;4;5
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;5;5
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;5;5
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;8;8
170155; ; ; 
170155; ; ; 
170155; ;6;8
170155; ; ; 
170155; ;4;6
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;5;8
170155; ; ; 
170155; ; ; 
170155; ;4;7
170155; ; ; 
170155; ; ; 
170155; ;5;4
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;5;8
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;0;5
170155;80; ; 
170155; ; ; 
170155; ;99;9
170155; ; ; 
170155; ; ; 
170155;310; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;6;5
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;4;6
170155; ; ; 
170155; ; ; 
170155;450; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;2;5
170155; ; ; 
170155; ;1;2
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;5;8
170155; ; ; 
170155; ;9;9
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155;260; ; 
170155; ;0;5
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;5;99
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;5;8
170155; ; ; 
170155;315; ; 
170155; ;1;8
170155; ; ; 
170155; ;5;8
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;6;7
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;5;7
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;7;7
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;6;7
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;5;7
170155; ; ; 
170155; ; ; 
170155; ;6;6
170155; ; ; 
170155; ;4;7
170155; ; ; 
170155; ; ; 
170155; ;2;7
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ; ; 
170155; ;8;99
170155; ;7;8
170155; ; ; 
170155; ; ; 
170156;1300;4;6
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ;3;6
170156; ; ; 
170156; ; ; 
170156;150; ; 
170156; ;5;4
170156; ;7;6
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ;7;7
170156; ; ; 
170156; ; ; 
170156; ;3;7
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ;7;8
170156; ; ; 
170156; ; ; 
170156; ;4;6
170156; ; ; 
170156; ; ; 
170156; ;2;8
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ;2;9
170156; ; ; 
170156; ; ; 
170156; ;2;10
170156; ; ; 
170156;400; ; 
170156;400; ; 
170156; ; ; 
170156;700;2;9
170156; ; ; 
170156; ; ; 
170156;500;2;9
170156;500; ; 
170156;500;2;10
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156;750;2;3
170156; ; ; 
170156; ; ; 
170156; ;3;6
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156;420;2;5
170156; ; ; 
170156; ; ; 
170156; ;7;5
170156; ; ; 
170156;1600; ; 
170156; ;4;7
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ;4;6
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ;3;3
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ;4;5
170156; ; ; 
170156; ; ; 
170156; ; ; 
170156; ;2;9
170156; ; ; 
170156;425;2;7
170156; ; ; 
170156; ;3;8
170156; ; ; 
170156; ; ; 
170156; ;3;6
170156; ;4;7
170156; ; ; 
170156; ; ; 
170156; ;7;6
170156; ; ; 
170156; ; ; 
170156; ; ; 
170157; ; ; 
170157; ;3;99
170157; ; ; 
170157; ;7;7
170157; ; ; 
170157; ; ; 
170157; ;3;5
170157; ; ; 
170157; ; ; 
170157; ; ; 
170157; ; ; 
170157; ;7;8
170157; ; ; 
170157; ;4;3
170157;200;6;6
170157; ;99;5
170158; ;4;3
170158; ; ; 
170158; ; ; 
170158; ; ; 
170158; ; ; 
170158; ; ; 
170158; ; ; 
170158; ;4;3
170158; ; ; 
170158; ; ; 
170158; ; ; 
170158;100; ; 
170158; ;4;2
170158; ;3;2
170158; ; ; 
170158; ;4;2
170158; ; ; 
170158; ; ; 
170158; ; ; 
170158; ; ; 
170158;100; ; 
170158; ;6;2
170163; ; ; 
170163; ;6;4
170163; ; ; 
170163; ; ; 
170163; ; ; 
170163; ;3;6
170163; ; ; 
170163; ; ; 
170163; ;5;8
170163; ; ; 
170163; ; ; 
170163; ; ; 
170163; ; ; 
170163; ;4;7
170163; ; ; 
170163; ;4;7
170163; ; ; 
170163; ; ; 
170163; ;2;5
170163; ; ; 
170163; ; ; 
170163; ; ; 
170163; ; ; 
170163; ; ; 
170163; ; ; 
170163; ;6;9
170164; ; ; 
170164; ;5;6
170164; ; ; 
170164; ; ; 
170164; ; ; 
170164; ;5;6
170164; ; ; 
170164; ; ; 
170164; ; ; 
170164; ; ; 
170164; ;4;5
170164; ; ; 
170164; ; ; 
170164; ;5;10
170164; ;5;5
170164; ; ; 
170164; ; ; 
170164; ; ; 
170164; ; ; 
170164; ;7;8
170164; ; ; 
170164; ; ; 
170164; ; ; 
170164; ;5;7
170164; ; ; 
170164; ; ; 
170164; ; ; 
170164; ; ; 
170164; ; ; 
170170;2000;3;5
170170; ; ; 
170170; ;3;2
170170; ; ; 
170170; ; ; 
170170; ;7;99
170170;1000;2;3
170170; ; ; 
170170; ; ; 
170170; ;2;6
170170; ; ; 
170170; ; ; 
170170; ;6;6
170170; ;9;8
170175; ; ; 
170175; ; ; 
170175; ; ; 
170175; ;7;7
170175; ;0;8
170175; ; ; 
170175; ;6;6
170175; ; ; 
170175; ; ; 
170175; ; ; 
170175; ;0;10
170175; ;3;7
170175; ; ; 
170175; ; ; 
170175; ;5;10
170175; ; ; 
170175; ; ; 
170175; ;3;7
170176; ; ; 
170176; ;3;8
170176; ; ; 
170176; ; ; 
170176; ; ; 
170176; ;4;8
170176; ; ; 
170176; ; ; 
170176; ; ; 
170176; ; ; 
170176; ;2;7
170176; ; ; 
170176; ; ; 
170176; ; ; 
170176;214;3;6
170176; ; ; 
170176; ; ; 
170176; ; ; 
170176; ; ; 
170176; ;0;4
170176; ; ; 
170176; ; ; 
170176;200; ; 
170176;500;3;7
170176; ; ; 
170176; ; ; 
170176; ;5;4
170176; ; ; 
170176; ; ; 
170176; ; ; 
170176; ; ; 
170177; ; ; 
170177; ;6;5
170177; ; ; 
170177; ; ; 
170177; ; ; 
170177; ;7;7
170177; ; ; 
170177;1800; ; 
170177;1000;8;5
170177;755;4;6
170177; ; ; 
170177; ; ; 
170177; ; ; 
170177; ;6;7
170177; ; ; 
170177;500;4;6
170177; ; ; 
170177; ; ; 
170177; ;6;6
170177; ; ; 
170177; ; ; 
170177; ;0;5
170177;720;6;6
170177; ; ; 
170177; ;4;6
170177; ; ; 
170177; ;7;7
170177; ; ; 
170177; ; ; 
170177; ; ; 
170177; ;0;8
170177; ; ; 
170177; ; ; 
170177;700;0;3
170177;700; ; 
170177;1100;7;8
170177; ; ; 
170177; ;6;6
170177; ; ; 
170177; ; ; 
170177; ; ; 
170177;425;6;5
170177; ; ; 
170177; ;5;6
170177; ;5;6
170177; ;6;4
170177; ; ; 
170177; ;5;5
170177; ; ; 
170177; ; ; 
170177; ; ; 
170177; ;10;6
170178; ;7;6
170178; ; ; 
170178; ;6;6
170178; ; ; 
170178; ; ; 
170178; ; ; 
170178; ;7;7
170178; ; ; 
170178; ;7;8
170178; ; ; 
170178; ; ; 
170178; ; ; 
170178; ;8;8
170178; ; ; 
170178; ;6;6
170178; ; ; 
170179; ;4;5
170179; ; ; 
170179; ; ; 
170179; ; ; 
170179; ; ; 
170179;200;4;9
170179; ; ; 
170179; ;6;6
170179; ; ; 
170179; ; ; 
170179; ;6;8
170179; ; ; 
170179; ; ; 
170181; ;1;7
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ;2;5
170181; ; ; 
170181; ; ; 
170181; ;2;6
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181;100;4;7
170181; ; ; 
170181; ;5;6
170181;100;3;6
170181; ; ; 
170181; ;7;7
170181; ; ; 
170181; ; ; 
170181; ;4;7
170181; ; ; 
170181; ;4;8
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ;0;5
170181; ; ; 
170181; ; ; 
170181;425; ; 
170181; ; ; 
170181;170;0;7
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ;3;7
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ; ; 
170181; ;0;2
170181;600; ; 
170181;395; ; 
170181; ;3;8
170181; ; ; 
170184; ; ; 
170184; ;1;8
170184;70; ; 
170184;110; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ;3;10
170184; ;7;6
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ;0;9
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ;0;8
170184; ; ; 
170184; ; ; 
170184; ;1;10
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ;10;9
170184; ; ; 
170184; ;5;5
170184; ; ; 
170184;230;2;7
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184;450;4;4
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ;6;5
170184; ; ; 
170184; ;5;7
170184; ; ; 
170184; ; ; 
170184; ;6;7
170184; ; ; 
170184; ;6;4
170184; ; ; 
170184; ;3;6
170184; ;2;2
170184; ;6;5
170184; ; ; 
170184; ;6;7
170184; ; ; 
170184; ; ; 
170184; ;4;6
170184; ;4;3
170184; ; ; 
170184; ; ; 
170184; ;8;9
170184; ; ; 
170184; ; ; 
170184; ;5;6
170184; ; ; 
170184;5000;7;7
170184;500; ; 
170184; ; ; 
170184; ;8;8
170184; ; ; 
170184; ;7;6
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ; ; 
170184; ;2;8
170184; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;7;8
170185; ;0;7
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;6;5
170185; ;7;8
170185; ; ; 
170185; ;8;5
170185; ; ; 
170185;300; ; 
170185; ;4;7
170185; ;9;8
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;6;6
170185; ;6;3
170185; ; ; 
170185; ; ; 
170185; ;4;5
170185; ; ; 
170185; ;6;4
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;5;7
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;5;6
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;5;6
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;5;99
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;8;9
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;7;8
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ; ; 
170185; ;8;99
170185; ; ; 
170185; ;8;9
170185; ;0;5
170185; ; ; 
170185; ;3;5
170185; ; ; 
170250; ; ; 
170250; ; ; 
170250; ;3;6
170250; ; ; 
170250; ; ; 
170250; ; ; 
170250; ; ; 
170250; ;3;7
170250; ; ; 
170250; ; ; 
170250; ;5;5
170250; ; ; 
170250; ; ; 
170250; ;5;7
170250; ; ; 
170250; ; ; 
170250;425; ; 
170250; ;4;6
170250; ;6;8
170250; ; ; 
170250; ; ; 
170250; ;6;8
170250;250; ; 
170250; ;4;5
170250;800;5;5
170250;800; ; 
170250; ; ; 
170250; ;6;6
170250; ; ; 
170250; ; ; 
170250; ;5;5
170250; ; ; 
170250; ; ; 
170250; ;5;9
170250; ; ; 
170250; ; ; 
170250; ; ; 
170250; ; ; 
170250; ;6;6
170250; ; ; 
170250; ; ; 
170250; ;5;5
170250; ; ; 
170250; ; ; 
170250; ;5;7
170250; ; ; 
170250; ; ; 
170250;100;99;5
170250; ; ; 
170250; ;4;6
170250; ;7;6
170250; ; ; 
170250; ;3;3
170250; ; ; 
170250; ; ; 
170250; ; ; 
170250; ; ; 
170250; ; ; 
170250; ; ; 
170250; ;4;6
170250; ; ; 
170250; ;7;7
170253; ;7;7
170253; ; ; 
170253; ; ; 
170253; ; ; 
170253; ;5;8
170253; ; ; 
170253; ; ; 
170253; ;7;8
170253; ; ; 
170253; ;8;9
170253; ; ; 
170253; ; ; 
170253; ; ; 
170253; ; ; 
170253; ;4;4
170253; ; ; 
170253; ; ; 
170253; ; ; 
170253; ; ; 
170253; ;8;10
170253; ; ; 
170253; ; ; 
170253; ; ; 
170253; ;5;6
170253; ; ; 
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254; ;5;5
170254; ; ; 
170254; ;5;4
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254; ;5;7
170254; ; ; 
170254; ; ; 
170254;400;6;5
170254; ;1;6
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254; ; ; 
170254;100; ; 
170254; ; ; 
170254; ;8;10
170254; ; ; 
170254; ; ; 
170254; ;5;7
170254; ; ; 
170254; ; ; 
170350; ;3;7
170350; ; ; 
170350; ;4;5
170350; ;6;6
170350;300; ; 
170350; ; ; 
170350;100; ; 
170350; ; ; 
170350; ; ; 
170350; ;3;5
170350; ; ; 
170350; ;3;7
170350; ;3;7
170350; ; ; 
170350; ; ; 
170350; ; ; 
170350; ; ; 
170350; ;3;5
170350; ; ; 
170352; ;2;7
170352; ; ; 
170352; ; ; 
170352; ; ; 
170352; ;7;6
170352; ; ; 
170352; ; ; 
170352; ; ; 
170352; ;4;6
170352; ; ; 
170352; ; ; 
170352; ; ; 
170352; ;4;4
170352; ; ; 
170352; ; ; 
170352; ; ; 
170352; ;3;8
170352; ; ; 
170352; ; ; 
170352; ; ; 
170352; ; ; 
170352; ; ; 
170352; ;7;9
170352; ; ; 
170352; ; ; 
170352; ; ; 
170352;370; ; 
170352; ; ; 
170352; ; ; 
170352; ;2;9
170353;700;4;6
170353; ; ; 
170353;800;3;3
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353;450;6;3
170353; ; ; 
170353; ; ; 
170353;800;5;6
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;5;4
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353;450;99;5
170353; ; ; 
170353; ;6;5
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;2;7
170353; ; ; 
170353; ; ; 
170353; ;2;6
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;2;5
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;3;6
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;3;6
170353; ; ; 
170353; ;5;5
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;2;7
170353; ;5;10
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;5;5
170353; ; ; 
170353; ;5;6
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;4;4
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;4;9
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;6;6
170353; ; ; 
170353; ; ; 
170353; ; ; 
170353; ;2;7
170353; ; ; 
170356;250;4;9
170356; ;6;4
170356; ;7;6
170356; ; ; 
170356; ; ; 
170356; ; ; 
170356; ; ; 
170356; ; ; 
170356; ;5;5
170356; ; ; 
170356; ;5;6
170356; ; ; 
170356; ; ; 
170356; ; ; 
170356;425; ; 
170356;200;7;7
170356; ; ; 
170356; ; ; 
170356; ; ; 
170356; ;6;7
170356; ; ; 
170356; ; ; 
170356; ; ; 
170356; ; ; 
170450;100; ; 
170450; ;5;8
170450; ; ; 
170450; ; ; 
170450; ; ; 
170450; ;6;7
170450; ; ; 
170450; ; ; 
170450; ; ; 
170450; ;5;7
170450; ; ; 
170450; ; ; 
170450; ;7;5
170450; ; ; 
170450;100; ; 
170450; ;8;8
170450;350; ; 
170450; ; ; 
170450; ; ; 
170450; ;5;7
170450;100; ; 
170450; ; ; 
170450; ;5;7
170450; ; ; 
170454; ; ; 
170454; ;6;6
170454; ; ; 
170454; ; ; 
170454; ;3;7
170454; ; ; 
170454; ; ; 
170454; ; ; 
170454; ; ; 
170454; ;5;10
170454; ; ; 
170454; ;5;5
170454; ; ; 
170454; ; ; 
170454; ; ; 
170454; ;8;8
170454; ; ; 
170454; ; ; 
170454; ; ; 
170454; ;4;0
170454; ; ; 
170454; ;7;7
170454; ; ; 
170550;320; ; 
170550;320; ; 
170550; ; ; 
170550; ;3;6
170550; ; ; 
170550; ;2;6
170550;2000; ; 
170550;2000;5;5
170550;2000; ; 
170550;2000;7;5
170550; ; ; 
170550; ;5;5
170550; ; ; 
170550; ; ; 
170550; ; ; 
170550;600; ; 
170550; ;6;7
170550;2000; ; 
170550; ;6;5
170550;700; ; 
170550; ;3;3
170550; ; ; 
170550; ;7;9
170550; ; ; 
170550; ; ; 
170550; ; ; 
170550; ;2;9
170550; ; ; 
170550; ;6;3
170550;275;5;9
170550;200;7;7
170550; ; ; 
170550; ; ; 
170550; ;2;8
170550; ; ; 
170750; ; ; 
170750; ;3;7
170750; ;7;7
170750;100;5;8
170750; ; ; 
170750;110;6;6
170750; ; ; 
170750; ; ; 
170750; ;7;5
170750; ; ; 
170750; ; ; 
170750; ; ; 
170750; ; ; 
170750; ;5;3
170750; ; ; 
170750; ; ; 
170750;200; ; 
170750;100;7;7
170751; ;0;5
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ;5;7
170751; ; ; 
170751; ;5;7
170751; ; ; 
170751; ; ; 
170751; ;7;7
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ;5;4
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ;6;7
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ; ; 
170751; ;7;6
170751; ; ; 
180150; ;8;8
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;6;6
180150;600;7;7
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;6;7
180150; ; ; 
180150; ;7;7
180150; ; ; 
180150; ; ; 
180150; ;7;5
180150; ; ; 
180150; ;10;99
180150; ; ; 
180150; ;5;5
180150; ; ; 
180150; ;4;5
180150; ; ; 
180150;3400; ; 
180150; ; ; 
180150; ;0;2
180150; ; ; 
180150; ;5;8
180150;500;2;3
180150; ; ; 
180150;280;2;5
180150; ;0;9
180150; ; ; 
180150; ;2;6
180150; ; ; 
180150; ;5;5
180150; ;3;5
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;1;5
180150; ; ; 
180150; ;9;7
180150; ;2;3
180150; ;7;9
180150; ; ; 
180150; ;7;5
180150; ; ; 
180150; ; ; 
180150; ;0;1
180150;500; ; 
180150; ; ; 
180150; ;1;1
180150;600; ; 
180150; ;8;5
180150; ; ; 
180150; ; ; 
180150; ;4;7
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;7;7
180150; ; ; 
180150; ; ; 
180150; ;7;7
180150; ; ; 
180150; ; ; 
180150; ;8;8
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;5;7
180150; ;6;7
180150; ; ; 
180150; ; ; 
180150; ;9;9
180150; ; ; 
180150; ; ; 
180150; ;99;8
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;6;99
180150; ; ; 
180150; ; ; 
180150;800;0;8
180150; ; ; 
180150;200;7;99
180150; ;5;8
180150; ; ; 
180150; ;2;8
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;0;0
180150; ; ; 
180150; ; ; 
180150; ;0;8
180150; ; ; 
180150; ; ; 
180150; ;0;8
180150; ; ; 
180150; ;0;5
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;4;8
180150; ;2;7
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;0;99
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;0;8
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;8;3
180150; ; ; 
180150;152; ; 
180150; ;8;10
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;8;9
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;0;6
180150; ; ; 
180150; ; ; 
180150;602;1;3
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;2;6
180150;200;2;4
180150;200; ; 
180150;930;5;8
180150; ; ; 
180150; ;8;5
180150; ; ; 
180150; ;1;4
180150; ; ; 
180150;300; ; 
180150;300; ; 
180150; ; ; 
180150; ;0;5
180150;255;0;8
180150;622; ; 
180150; ; ; 
180150; ;5;5
180150; ;9;8
180150; ; ; 
180150; ; ; 
180150; ;0;1
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;6;0
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;4;5
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;5;6
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;2;4
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;0;8
180150; ; ; 
180150; ;2;6
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;5;6
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150;300; ; 
180150; ;4;4
180150; ; ; 
180150; ;8;7
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;5;8
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;1;4
180150; ; ; 
180150; ; ; 
180150; ;7;8
180150; ; ; 
180150; ; ; 
180150; ;5;2
180150; ; ; 
180150; ; ; 
180150; ;4;7
180150; ; ; 
180150; ;3;9
180150; ; ; 
180150; ; ; 
180150;600; ; 
180150; ; ; 
180150; ; ; 
180150;112;3;2
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ; ; 
180150; ;7;7
180150; ;8;7
180150; ; ; 
180150; ;7;5
180150; ;3;5
180150; ; ; 
180150;800;5;4
180150; ; ; 
180150;500;4;6
180150; ; ; 
180150; ;1;5
180150; ; ; 
180150; ; ; 
180150; ;3;7
180150;1000; ; 
180150;800;5;7
180150;800; ; 
180150; ;4;8
180150; ; ; 
180150;1000; ; 
180150; ; ; 
180150; ;0;5
180150; ;6;6
180150; ; ; 
180150; ; ; 
180150; ;7;5
180150; ; ; 
180150; ;8;10
180150; ; ; 
180150;700; ; 
180150; ; ; 
180150; ; ; 
180150; ;1;8
180150; ; ; 
