ciudad;ingpc;empleo;desempleo
70150;517.3333333;1;
70150;79.66666667;1;
70150;79.66666667;;
70150;79.66666667;;
70150;480;1;
70150;270;1;
70150;1206;1;
70150;150;;
70150;150;;
70150;1050;1;
70150;1050;1;
70150;273.75;1;
70150;273.75;;
70150;273.75;;
70150;273.75;;
70150;370;1;
70150;983.3333333;1;
70150;983.3333333;1;
70150;983.3333333;;
70150;363.3333333;;
70150;363.3333333;1;
70150;363.3333333;1;
70150;300;;
70150;300;;
70150;171.6666667;1;
70150;171.6666667;;
70150;171.6666667;;
70150;431.6666667;1;
70150;431.6666667;1;
70150;431.6666667;1;
70150;368.75;1;
70150;368.75;1;
70150;368.75;1;
70150;368.75;;
70150;965;1;
70150;965;;
70150;400;;1
70150;400;1;
70150;400;1;
70150;400;;
70150;250;1;
70150;250;;
70150;250;;
70150;246.5;1;
70150;246.5;;
70150;220;;
70150;213.3333333;;
70150;213.3333333;1;
70150;213.3333333;;
70150;108.75;1;
70150;108.75;;1
70150;108.75;;
70150;108.75;;
70150;316;1;
70150;316;1;
70150;316;;
70150;316;;
70150;110;1;
70150;110;1;
70150;448;1;
70150;448;1;
70150;448;;
70150;448;;
70150;376.6;1;
70150;376.6;1;
70150;376.6;1;
70150;376.6;;
70150;376.6;;
70150;156.6666667;;1
70150;156.6666667;1;
70150;156.6666667;;
70150;430;1;
70150;430;1;
70150;250;1;
70150;250;;
70150;76.5;1;
70150;76.5;;
70150;76.5;;
70150;76.5;;
70150;126.6666667;1;
70150;126.6666667;;
70150;126.6666667;;
70150;126.6666667;;
70150;126.6666667;;
70150;126.6666667;;
70150;484.4;1;
70150;484.4;1;
70150;484.4;;
70150;484.4;;
70150;484.4;;
70150;555;1;
70150;555;1;
70150;175;1;
70150;175;;
70150;189.5;1;
70150;189.5;;
70150;230;1;
70150;230;1;
70150;400;;
70150;400;1;
70150;173.75;;
70150;173.75;1;
70150;173.75;1;
70150;173.75;;
70150;260.25;;
70150;260.25;1;
70150;260.25;1;
70150;260.25;;
70150;220;;
70150;220;;
70150;169.2857143;1;
70150;169.2857143;1;
70150;169.2857143;1;
70150;169.2857143;1;
70150;169.2857143;;
70150;169.2857143;;
70150;169.2857143;;
70150;142.5;1;
70150;142.5;;1
70150;175.75;1;
70150;175.75;1;
70150;175.75;;
70150;175.75;;
70150;321.4;1;
70150;321.4;1;
70150;321.4;;
70150;321.4;;
70150;321.4;;
70150;236;1;
70150;236;1;
70150;236;;
70150;236;;
70150;246;1;
70150;246;1;
70150;246;;
70150;246;;
70150;290;1;
70150;290;1;
70150;290;1;
70150;290;;
70150;290;;
70150;450;1;
70150;187.5;1;
70150;187.5;;
70150;187.5;;1
70150;187.5;1;
70150;153.3333333;1;
70150;153.3333333;;
70150;153.3333333;;
70150;2450;1;
70150;2450;;
70150;1120;1;
70150;400;1;
70150;400;1;
70150;400;1;
70150;400;;
70150;700;1;
70150;700;;
70150;700;;
70150;725;1;
70150;725;1;
70150;656.6666667;;
70150;656.6666667;;
70150;656.6666667;1;
70150;250;1;
70150;701;1;
70150;701;1;
70150;701;1;
70150;701;1;
70150;775;;
70150;193.75;1;
70150;193.75;1;
70150;193.75;;
70150;193.75;;
70150;270;1;
70150;195.2;1;
70150;195.2;1;
70150;195.2;;
70150;195.2;;
70150;195.2;1;
70150;416.6666667;1;
70150;416.6666667;1;
70150;416.6666667;1;
70150;670;;
70150;200;1;
70150;200;;
70150;200;;
70150;1280;1;
70150;1280;1;
70150;213.2;1;
70150;213.2;1;
70150;213.2;;
70150;213.2;;
70150;213.2;;
70150;145;;
70150;145;;
70150;700;;
70150;850;;
70150;850;;
70150;195;1;
70150;195;;
70150;195;;
70150;195;;
70150;675;;
70150;675;1;
70150;1109;;
70150;1109;1;
70150;1109;;
70150;1166.666667;;
70150;1166.666667;;
70150;1166.666667;;
70150;1197;1;
70150;1197;1;
70150;790;;
70150;790;;
70150;390;;
70150;505.25;;
70150;505.25;1;
70150;505.25;1;
70150;505.25;1;
70150;318;1;
70150;318;;
70150;377.25;1;
70150;377.25;1;
70150;377.25;;
70150;377.25;;
70150;192.3333333;1;
70150;192.3333333;1;
70150;192.3333333;;1
70150;192.3333333;;
70150;192.3333333;1;
70150;192.3333333;;
70150;255;;
70150;255;1;
70150;266;1;
70150;266;;
70150;266;1;
70150;266;1;
70150;266;;
70150;480;;
70150;338.8;1;
70150;338.8;1;
70150;338.8;;
70150;338.8;1;
70150;338.8;;
70150;210;;
70150;210;1;
70150;210;;
70150;111.6666667;;
70150;111.6666667;;
70150;111.6666667;;
70150;139.75;;
70150;139.75;1;
70150;139.75;1;
70150;139.75;;
70150;238.6666667;1;
70150;238.6666667;;1
70150;238.6666667;;
70150;201.25;1;
70150;201.25;;
70150;201.25;1;
70150;201.25;;
70150;307.5;;
70150;307.5;1;
70150;980;1;
70150;200;1;
70150;200;;
70150;200;;
70150;200;;
70150;479.5;;1
70150;479.5;1;
70150;593.3333333;;1
70150;593.3333333;1;
70150;593.3333333;1;
70150;316.6666667;;
70150;316.6666667;;1
70150;316.6666667;1;
70150;220.6;1;
70150;220.6;1;
70150;220.6;;
70150;220.6;;
70150;220.6;;
70150;480;1;
70150;1670;1;
70150;1670;1;
70150;775;1;
70150;775;1;
70150;775;;
70150;775;;
70150;448.3333333;;1
70150;448.3333333;1;
70150;448.3333333;;1
70150;1017.5;1;
70150;1017.5;1;
70150;502.5;1;
70150;502.5;1;
70150;502.5;;
70150;502.5;;
70150;300;;
70150;300;;
70150;300;;
70150;996.5;1;
70150;996.5;1;
70150;390;1;
70150;154.2;1;
70150;154.2;1;
70150;154.2;1;
70150;154.2;;
70150;154.2;;
70150;288.25;1;
70150;288.25;1;
70150;288.25;;
70150;288.25;;
70150;179.8;1;
70150;179.8;;
70150;179.8;1;
70150;179.8;;
70150;179.8;;
70150;595.6666667;1;
70150;595.6666667;1;
70150;595.6666667;1;
70150;272;1;
70150;272;1;
70150;272;;
70150;12.5;;1
70150;12.5;;
70150;12.5;;
70150;12.5;;
70150;79.2;1;
70150;79.2;;
70150;79.2;1;
70150;79.2;;
70150;79.2;;
70150;104.3333333;1;
70150;104.3333333;;
70150;104.3333333;;
70150;104.3333333;;1
70150;104.3333333;;
70150;104.3333333;;
70150;47.5;1;
70150;47.5;;
70150;189.5;;1
70150;189.5;1;
70150;189.5;;
70150;189.5;;
70150;70;;
70150;300;;
70150;100.125;1;
70150;100.125;;
70150;100.125;;
70150;100.125;1;
70150;100.125;;
70150;100.125;;1
70150;100.125;;
70150;100.125;;
70150;48.8;1;
70150;48.8;;
70150;48.8;;
70150;48.8;;
70150;48.8;;
70150;795;1;
70150;795;1;
70150;795;1;
70150;795;1;
70150;1040;1;
70150;95;1;
70150;95;;
70150;696.6666667;1;
70150;696.6666667;1;
70150;696.6666667;;
70150;269;1;
70150;269;1;
70150;269;;
70150;413.3333333;1;
70150;413.3333333;1;
70150;413.3333333;1;
70150;341.3333333;1;
70150;341.3333333;1;
70150;341.3333333;1;
70150;101;1;
70150;101;1;
70150;101;1;
70150;101;1;
70150;228.5;1;
70150;228.5;;
70150;228.5;;
70150;228.5;;
70150;100;1;
70150;100;;1
70150;100;;
70150;344.25;1;
70150;344.25;1;
70150;344.25;1;
70150;344.25;;
70150;186.4;1;
70150;186.4;;
70150;186.4;1;
70150;186.4;;
70150;186.4;;
70150;256.6666667;1;
70150;256.6666667;;
70150;256.6666667;1;
70150;243.75;1;
70150;243.75;1;
70150;243.75;1;
70150;243.75;;
70150;175;;
70150;175;1;
70150;175;;
70150;490;1;
70150;490;;
70150;490;;
70150;115.25;1;
70150;115.25;;
70150;115.25;;
70150;115.25;;
70150;545;1;
70150;545;1;
70150;505;1;
70150;153.5;1;
70150;153.5;;
70150;153.5;;
70150;153.5;;
70150;153.5;;
70150;153.5;1;
70150;157.6;1;
70150;157.6;1;
70150;157.6;1;
70150;157.6;;
70150;157.6;;
70150;370;1;
70150;370;;
70150;370;;
70150;321.6666667;1;
70150;321.6666667;1;
70150;321.6666667;1;
70150;207.5;;
70150;207.5;;
70150;207.5;1;
70150;207.5;;
70150;206.6;1;
70150;206.6;1;
70150;206.6;1;
70150;206.6;;
70150;206.6;;
70150;200;1;
70150;200;1;
70150;90;;
70150;90;;1
70150;90;;
70150;90;1;
70150;380;1;
70150;380;1;
70150;380;1;
70150;248.3333333;1;
70150;248.3333333;;
70150;248.3333333;1;
70150;2.333333333;;
70150;2.333333333;1;
70150;2.333333333;;
70150;293.5;1;
70150;293.5;1;
70150;293.5;;
70150;293.5;;
70150;171.5;1;
70150;171.5;1;
70150;171.5;;
70150;171.5;;
70150;425;1;
70150;425;1;
70150;425;1;
70150;425;1;
70150;250;;
70150;100;1;
70150;364;1;
70150;364;1;
70150;353.3333333;1;
70150;353.3333333;1;
70150;353.3333333;;
70150;1817;1;
70150;157.5;1;
70150;157.5;1;
70150;157.5;;
70150;157.5;1;
70150;360;1;
70150;222.3333333;1;
70150;222.3333333;1;
70150;222.3333333;;1
70150;475;1;
70150;475;;
70150;81.8;1;
70150;81.8;;
70150;81.8;;
70150;81.8;;
70150;81.8;;
70150;204;;
70150;204;1;
70150;204;;
70150;204;;
70150;204;;
70150;113.2;1;
70150;113.2;;
70150;113.2;;
70150;113.2;;
70150;113.2;;
70150;181.6666667;1;
70150;181.6666667;;
70150;181.6666667;;
70150;229;1;
70150;229;;
70150;229;1;
70150;229;1;
70150;229;;
70150;470.5;1;
70150;470.5;1;
70150;470.5;1;
70150;470.5;1;
70150;248.6666667;;
70150;248.6666667;;
70150;248.6666667;1;
70150;248.6666667;;
70150;248.6666667;;
70150;248.6666667;1;
70150;594.6666667;;
70150;594.6666667;1;
70150;594.6666667;1;
70150;220.5714286;;
70150;220.5714286;1;
70150;220.5714286;1;
70150;220.5714286;1;
70150;220.5714286;;
70150;220.5714286;1;
70150;220.5714286;1;
70150;450;;
70150;234;1;
70150;234;1;
70150;234;;
70150;320.75;1;
70150;320.75;;
70150;320.75;;
70150;320.75;1;
70150;58;;
70150;58;;
70150;58;;
70150;58;;
70150;252.5;1;
70150;252.5;1;
70150;252.5;;1
70150;252.5;1;
70150;207;1;
70150;207;1;
70150;207;1;
70150;207;;
70150;177;1;
70150;177;;
70150;177;;
70150;177;;
70150;397.5;1;
70150;397.5;1;
70150;397.5;;
70150;397.5;;1
70150;150;1;
70150;150;;
70150;257.75;1;
70150;257.75;;
70150;257.75;;
70150;257.75;1;
70150;162.5;;
70150;162.5;1;
70150;162.5;;
70150;162.5;;
70150;169;;
70150;169;1;
70150;169;1;
70150;169;;
70150;477.4;1;
70150;477.4;;
70150;477.4;1;
70150;477.4;;
70150;477.4;1;
70150;332.4;;
70150;332.4;1;
70150;332.4;1;
70150;332.4;;
70150;332.4;;
70150;203.3333333;;
70150;203.3333333;1;
70150;203.3333333;1;
70150;203.3333333;1;
70150;203.3333333;;
70150;203.3333333;;
70150;733.3333333;1;
70150;733.3333333;1;
70150;733.3333333;1;
70150;216;1;
70150;750;1;
70150;750;;
70150;575;1;
70150;575;1;
70150;433.3333333;1;
70150;433.3333333;1;
70150;433.3333333;;
70150;258;1;
70150;258;1;
70150;258;1;
70150;258;;
70150;376.5;1;
70150;376.5;1;
70150;122.4285714;;
70150;122.4285714;1;
70150;122.4285714;1;
70150;122.4285714;1;
70150;122.4285714;;
70150;122.4285714;;
70150;122.4285714;;
70150;100;1;
70150;100;1;
70150;100;;
70150;100;;
70150;531.75;1;
70150;531.75;1;
70150;531.75;1;
70150;531.75;;
70150;280;;1
70150;69.4;1;
70150;69.4;;
70150;69.4;;
70150;69.4;;
70150;69.4;;
70150;80.66666667;1;
70150;80.66666667;1;
70150;80.66666667;;
70150;80.66666667;1;
70150;80.66666667;;
70150;80.66666667;;
70150;217.4;1;
70150;217.4;;
70150;217.4;1;
70150;217.4;1;
70150;217.4;;
70150;155;1;
70150;320;1;
70150;102.5;1;
70150;102.5;;
70150;102.5;;
70150;102.5;;
70150;114;1;
70150;114;1;
70150;114;;
70150;114;;
70150;114;;
70150;114;;
70150;228.6666667;1;
70150;228.6666667;1;
70150;228.6666667;;1
70150;50;1;
70150;50;1;
70150;850;1;
70150;283.3333333;1;
70150;283.3333333;1;
70150;283.3333333;;
70150;103;;1
70150;103;1;
70150;103;;
70150;103;;
70150;266.6666667;1;
70150;266.6666667;1;
70150;266.6666667;;
70150;284;1;
70150;284;;
70150;284;;
70150;748;;
70150;617.5;1;
70150;617.5;1;
70150;330;;
70150;350;;
70150;658.25;;
70150;658.25;;
70150;658.25;1;
70150;658.25;1;
70150;101.25;1;
70150;101.25;;
70150;101.25;;1
70150;101.25;;
70150;212.5;1;
70150;212.5;;
70150;212.5;;
70150;212.5;;
70150;880;1;
70150;241.25;1;
70150;241.25;1;
70150;241.25;1;
70150;241.25;;
70150;325.2;1;
70150;325.2;1;
70150;325.2;;1
70150;325.2;1;
70150;325.2;;
70150;304;1;
70150;304;1;
70150;304;1;
70150;304;;
70150;304;1;
70150;291;1;
70150;291;;
70150;291;;
70150;291;;
70150;525;;
70150;525;;
70150;253.3333333;;
70150;253.3333333;;
70150;253.3333333;;
70150;230;;
70150;230;;
70150;230;;
70150;230;;
70150;274.3333333;1;
70150;274.3333333;;
70150;274.3333333;;
70150;771;1;
70150;293.75;1;
70150;293.75;1;
70150;293.75;1;
70150;293.75;;
70150;1275;;
70150;103.8571429;1;
70150;103.8571429;1;
70150;103.8571429;1;
70150;103.8571429;1;
70150;103.8571429;1;
70150;103.8571429;1;
70150;103.8571429;;
70150;91.2;1;
70150;91.2;;
70150;91.2;;
70150;91.2;;
70150;91.2;;
70150;150;;
70150;150;;
70150;266.6666667;;1
70150;266.6666667;1;
70150;266.6666667;1;
70150;300;;
70150;300;;
70150;300;;
70150;100;1;
70150;100;;
70150;391.6;1;
70150;391.6;1;
70150;391.6;1;
70150;391.6;;
70150;391.6;;
70150;470;1;
70150;470;;
70150;168;1;
70150;168;;
70150;168;;
70150;651.3333333;1;
70150;651.3333333;1;
70150;651.3333333;;
70150;212.6666667;1;
70150;212.6666667;;1
70150;212.6666667;;
70150;217.6;1;
70150;217.6;1;
70150;217.6;1;
70150;217.6;1;
70150;217.6;;
70150;261.3333333;1;
70150;261.3333333;;
70150;261.3333333;;
70150;200;;
70150;252;1;
70150;252;;
70150;252;;
70150;150;1;
70150;150;;
70150;150;;
70150;339.25;1;
70150;339.25;1;
70150;339.25;;
70150;339.25;;
70150;254.6666667;1;
70150;254.6666667;1;
70150;254.6666667;;
70150;163.75;1;
70150;163.75;1;
70150;163.75;1;
70150;163.75;;
70150;540;1;
70150;51.33333333;1;
70150;51.33333333;1;
70150;51.33333333;;
70150;51.33333333;;
70150;51.33333333;;
70150;51.33333333;;
70150;228.3333333;1;
70150;228.3333333;;
70150;228.3333333;;
70150;133.3333333;;
70150;133.3333333;1;
70150;133.3333333;;1
70150;218.6666667;1;
70150;218.6666667;1;
70150;218.6666667;;
70150;415.25;1;
70150;415.25;1;
70150;415.25;;
70150;415.25;;
70150;148.75;1;
70150;148.75;1;
70150;148.75;;
70150;148.75;;
70150;242;1;
70150;258.125;1;
70150;258.125;1;
70150;258.125;;
70150;258.125;1;
70150;258.125;1;
70150;258.125;1;
70150;258.125;;
70150;258.125;;
70150;505;1;
70150;505;1;
70150;339.5;1;
70150;339.5;1;
70150;339.5;1;
70150;339.5;;
70150;243.3333333;1;
70150;243.3333333;1;
70150;243.3333333;1;
70150;312.5;1;
70150;312.5;1;
70150;106;1;
70150;106;;
70150;106;;
70150;106;;
70150;50;;
70250;150;;
70250;146.6666667;1;
70250;146.6666667;1;
70250;146.6666667;1;
70250;146.6666667;;
70250;146.6666667;;
70250;146.6666667;;
70250;146.6666667;1;
70250;146.6666667;;
70250;146.6666667;;
70250;155;1;
70250;155;;
70250;155;;
70250;120;1;
70250;120;1;
70250;120;;
70250;166.6666667;1;
70250;166.6666667;;
70250;166.6666667;;
70250;143.3333333;1;
70250;143.3333333;;
70250;143.3333333;;
70250;198.3333333;1;
70250;198.3333333;1;
70250;198.3333333;;
70352;137;1;
70352;137;1;
70352;137;;
70352;137;;
70352;78.33333333;1;
70352;78.33333333;1;
70352;78.33333333;1;
70352;78.33333333;1;
70352;78.33333333;;
70352;78.33333333;;
70352;137.5;1;
70352;137.5;1;
70352;137.5;;
70352;137.5;;
70352;456;1;
70352;456;1;
70352;456;;
70352;456;;
70352;215;1;
70352;275;1;
70352;275;;
70352;225;1;
70352;225;;
70450;177.5;1;
70450;177.5;1;
70450;280;;
70450;180;1;
70450;109.5384615;1;
70450;109.5384615;;
70450;109.5384615;1;
70450;109.5384615;1;
70450;109.5384615;;
70450;109.5384615;1;
70450;109.5384615;;
70450;109.5384615;;
70450;109.5384615;;
70450;109.5384615;;
70450;109.5384615;;
70450;109.5384615;;
70450;109.5384615;;
70450;558;1;
70450;720;1;
70450;267;1;
70450;267;1;
70450;267;;
70451;500;1;
70451;77.5;1;
70451;77.5;1;
70451;77.5;;
70451;77.5;;
70451;600;1;
70451;600;;
70451;101.4;1;
70451;101.4;1;
70451;101.4;1;
70451;101.4;;1
70451;101.4;;
70451;4.8;1;
70451;4.8;;
70451;4.8;;
70451;4.8;;
70451;4.8;;
70451;64;;1
70451;64;;
70451;64;1;
70451;64;;
70451;64;;
70451;460;1;
70451;460;1;
70451;460;;
70451;127.5;1;
70451;127.5;1;
70451;630;1;
70451;630;1;
70451;700;;
70451;148.3333333;1;
70451;148.3333333;1;
70451;148.3333333;;
70650;;;
70650;;;
70650;175;1;
70650;175;;
70650;175;;
70650;175;;
70650;124;1;
70650;124;1;
70650;124;1;
70650;124;1;
70650;124;;
70650;450;1;
70650;168.3333333;1;
70650;168.3333333;;
70650;168.3333333;;
70650;168.3333333;1;
70650;168.3333333;;
70650;168.3333333;;
70650;216.6666667;;1
70650;216.6666667;1;
70650;216.6666667;;
70650;217.8333333;1;
70650;217.8333333;1;
70650;217.8333333;;
70650;217.8333333;;
70650;217.8333333;;
70650;217.8333333;;
70650;72.33333333;1;
70650;72.33333333;;
70650;72.33333333;;
70650;89.83333333;1;
70650;89.83333333;1;
70650;89.83333333;1;
70650;89.83333333;1;
70650;89.83333333;;
70650;89.83333333;;
70650;170;1;
70650;170;1;
70650;170;;
70650;112.5;1;
70650;112.5;1;
70650;132.75;1;
70650;132.75;1;
70650;132.75;;
70650;132.75;;
70650;161.5;1;
70650;161.5;;
70651;145;1;
70651;145;1;
70651;98;;
70651;98;;
70651;98;;
70651;98;;
70651;152;;
70651;152;1;
70651;152;;
70651;276.25;1;
70651;276.25;1;
70651;276.25;;
70651;276.25;;
70651;133;1;
70651;133;1;
70651;133;1;
70651;133;;
70651;113.75;1;
70651;113.75;;
70651;113.75;;
70651;113.75;;
70651;155.3333333;1;
70651;155.3333333;;
70651;155.3333333;;
70652;285;1;
70652;285;1;
70652;436.8333333;1;
70652;436.8333333;;
70652;436.8333333;1;
70652;436.8333333;1;
70652;436.8333333;1;
70652;436.8333333;1;
70652;340;1;
70652;135.5;1;
70652;135.5;;
70652;227.6666667;1;
70652;227.6666667;1;
70652;227.6666667;;
70652;172.25;1;
70652;172.25;1;
70652;172.25;;
70652;172.25;;
70652;164.4;1;
70652;164.4;1;
70652;164.4;;
70652;164.4;;
70652;164.4;;
70652;182.5;1;
70652;182.5;1;
70652;182.5;;
70652;182.5;;
70652;170;1;
70652;170;;
70652;124.25;1;
70652;124.25;;
70652;124.25;;
70652;124.25;;
70652;162;1;
70652;162;1;
70652;162;1;
70652;162;1;
70652;162;;
70652;150;;
70652;150;1;
70652;150;;
70652;150;;
70652;150;1;
70652;150;;
70652;150;;
70652;126.8;1;
70652;126.8;;
70652;126.8;;
70652;126.8;1;
70652;126.8;;
70750;284;1;
70750;284;;
70750;284;1;
70750;284;1;
70750;284;;
70750;250;1;
70750;250;;
70750;250;;
70750;110;1;
70750;110;;
70750;110;;
70750;110;;
70750;110;;
70750;825;1;
70750;825;1;
70750;141.6;1;
70750;141.6;;
70750;141.6;;
70750;141.6;;
70750;141.6;;
70750;90;1;
70750;90;;
70750;200;;
70750;200;;
70750;200;1;
70750;200;1;
70750;668.6666667;1;
70750;668.6666667;;
70750;668.6666667;;
70750;134.3333333;1;
70750;134.3333333;;
70750;134.3333333;;
70750;134.3333333;;
70750;134.3333333;;
70750;134.3333333;;
70750;480;1;
70750;370;1;
70750;546.6666667;1;
70750;546.6666667;;
70750;546.6666667;1;
70750;468;1;
70750;468;;
70750;117.5;;
70750;117.5;;
70750;180;1;
70750;180;;
70750;240;;
70750;240;1;
70750;101;1;
70750;101;;
70750;101;;
70750;101;;
70750;101;;
70750;282;1;
70750;282;;
70750;282;;
70750;65.5;;1
70750;65.5;;
70750;65.5;;
70750;65.5;;
70750;123.75;1;
70750;123.75;;
70750;123.75;;
70750;123.75;;
70750;350;1;
70850;115;;
70850;115;;
70850;115;1;
70850;115;;
70850;627.25;1;
70850;627.25;1;
70850;627.25;;
70850;627.25;;
70850;151.25;;
70850;151.25;1;
70850;151.25;;
70850;151.25;;
70850;101.6666667;;
70850;101.6666667;1;
70850;101.6666667;1;
70850;420;;
70850;300.75;1;
70850;300.75;1;
70850;300.75;1;
70850;300.75;1;
70850;113.5;1;
70850;113.5;1;
70950;128.75;1;
70950;128.75;1;
70950;128.75;1;
70950;128.75;;
70950;128.75;;
70950;128.75;;
70950;128.75;;
70950;128.75;;
70950;106;1;
70950;106;1;
70950;106;;
70950;397;1;
70950;275;;
70950;275;1;
70950;652;1;
70950;282;1;
70950;282;1;
70950;282;1;
70950;282;1;
70950;272.2;1;
70950;272.2;1;
70950;272.2;1;
70950;272.2;;
70950;272.2;1;
70950;122;1;
70950;122;1;
70950;122;;
70950;248.5;1;
70950;248.5;1;
70950;248.5;;
70950;248.5;;
70950;626.6666667;1;
70950;626.6666667;1;
70950;626.6666667;1;
70950;89.25;1;
70950;89.25;;
70950;89.25;;
70950;89.25;;
70950;;;1
70950;;;
70950;225;;
70950;225;1;
70950;1025;;
70950;1025;1;
70950;1025;;
70950;1025;;
70950;830;;
70950;830;1;
70950;830;1;
70950;166.6666667;1;
70950;166.6666667;1;
70950;166.6666667;1;
70950;350;;
70950;350;;
70950;275;1;
70950;275;;
70950;820;;
70950;820;;
70950;209.75;1;
70950;209.75;1;
70950;209.75;1;
70950;209.75;;
70950;180;1;
70950;180;;
70950;375;1;
70950;375;;
70950;84.28571429;1;
70950;84.28571429;1;
70950;84.28571429;1;
70950;84.28571429;;
70950;84.28571429;;
70950;84.28571429;;
70950;84.28571429;;
70950;179;1;
70950;179;1;
70950;179;;
70950;179;;
70950;179;;
70950;250;;
70950;350;;
70950;350;1;
70950;213.3333333;1;
70950;213.3333333;1;
70950;213.3333333;;
70950;300;;
70950;80;1;
70950;80;;
70950;80;;
70950;129.5;1;
70950;129.5;;
70950;129.5;;1
70950;129.5;;
70950;250;1;
70950;250;;
70950;100;1;
70950;100;;
70950;100;;
70950;100;;
70950;114;1;
70950;114;;
70950;114;;
70950;114;;
70950;114;;
70950;207.5;1;
70950;207.5;;
70950;207.5;1;
70950;207.5;;
70950;90;;
70950;90;1;
70950;53.5;;
70950;53.5;;
70950;53.5;;
70950;53.5;;
70950;90;1;
70950;100.6666667;;
70950;100.6666667;1;
70950;100.6666667;1;
70950;624;1;
70950;624;;
70950;275;1;
70950;275;;
70950;247.5;;
70950;247.5;;
70950;247.5;1;
70950;247.5;;
70950;130;;
70950;130;1;
70950;130;1;
70952;68;1;
70952;68;1;
70952;555;1;
70952;555;1;
70952;92;;
70952;92;;
70952;92;;
70952;51;1;
70952;51;1;
70952;51;;
70952;137.6666667;1;
70952;137.6666667;;
70952;137.6666667;;
70952;122.5;1;
70952;122.5;1;
70952;122.5;;
70952;122.5;;
70952;77.2;1;
70952;77.2;1;
70952;77.2;;
70952;77.2;;
70952;77.2;;1
71056;150;;
71056;132;1;
71056;132;;
71056;132;;1
71056;132;;
71056;132;;
71056;143.75;1;
71056;143.75;;
71056;143.75;;
71056;143.75;;
71056;222.5;1;
71056;222.5;;
71056;274;1;
71056;274;1;
71056;274;;
71056;274;;
71056;80.75;1;
71056;80.75;;
71056;80.75;;
71056;80.75;;
71056;445;1;
71056;111;1;
71056;111;1;
71056;111;1;
71056;111;;
71056;111;;
71056;438.75;1;
71056;438.75;1;
71056;438.75;;
71056;438.75;;
71056;366.6666667;;
71056;366.6666667;;
71056;366.6666667;1;
71056;250;1;
71056;250;;
71056;201.25;1;
71056;201.25;;
71056;201.25;;
71056;201.25;;
71056;281.25;1;
71056;281.25;1;
71056;281.25;1;
71056;281.25;1;
71056;560;1;
71250;574.6666667;1;
71250;574.6666667;1;
71250;574.6666667;;
71250;210;1;
71250;210;;
71250;176.3333333;1;
71250;176.3333333;1;
71250;176.3333333;1;
71250;176.3333333;1;
71250;176.3333333;1;
71250;176.3333333;1;
71250;147.4;1;
71250;147.4;1;
71250;147.4;;
71250;147.4;;
71250;147.4;1;
71250;134;1;
71250;134;;
71250;134;;
71250;134;;
71250;134;;
71250;611.6666667;1;
71250;611.6666667;1;
71250;611.6666667;;
71250;153.8571429;1;
71250;153.8571429;;
71250;153.8571429;1;
71250;153.8571429;1;
71250;153.8571429;;
71250;153.8571429;;
71250;153.8571429;;
71250;50.8;1;
71250;50.8;;
71250;50.8;;
71250;50.8;;
71250;50.8;;
71250;340;1;
71250;300;1;
71250;360;1;
71250;112;1;
71250;112;1;
71250;112;;
71250;112;1;
71250;112;;
71250;500;1;
71250;500;1;
71250;433;1;
71250;433;;
71250;433;;
71250;433;1;
71250;433;;
71250;375;1;
71250;375;1;
71250;325;1;
71250;325;;
71250;325;1;
71250;325;;
71250;167.2857143;;
71250;167.2857143;1;
71250;167.2857143;1;
71250;167.2857143;1;
71250;167.2857143;1;
71250;167.2857143;;
71250;167.2857143;;
71250;114;;
71250;114;;
71250;114;;
71250;114;;
71250;480;1;
71250;87;;
71250;87;;
71250;87;;
71250;87;;
71250;86.66666667;1;
71250;86.66666667;1;
71250;86.66666667;;
71252;432;1;
71252;200.6666667;1;
71252;200.6666667;1;
71252;200.6666667;;
71252;50.4;1;
71252;50.4;;
71252;50.4;;
71252;50.4;;
71252;50.4;;
71252;170;1;
71252;170;;
71252;124.4285714;1;
71252;124.4285714;1;
71252;124.4285714;1;
71252;124.4285714;;
71252;124.4285714;;
71252;124.4285714;;
71252;124.4285714;;
71252;345;1;
71252;345;;
71252;118;1;
71252;118;;
71252;118;1;
71252;118;;
71252;118;;
71254;78.2;;
71254;78.2;1;
71254;78.2;;
71254;78.2;1;
71254;78.2;;
71254;126.5;1;
71254;126.5;;
71254;126.5;;
71254;126.5;;
71254;690;;
71254;690;1;
71254;87.66666667;;1
71254;87.66666667;;
71254;87.66666667;;
71254;132.5;;
71254;132.5;;
71254;97.5;;
71254;97.5;;
71254;130;;
71350;233.3333333;;
71350;233.3333333;1;
71350;233.3333333;1;
71350;383.3333333;1;
71350;383.3333333;;
71350;383.3333333;1;
71350;111.5;1;
71350;111.5;;
71350;111.5;;
71350;111.5;;
71350;93.5;1;
71350;93.5;;
71350;93.5;;
71350;93.5;;
71350;189.6;1;
71350;189.6;;
71350;189.6;;
71350;189.6;;
71350;189.6;;
71350;490;1;
71350;490;1;
71350;490;1;
71350;96.4;1;
71350;96.4;;
71350;96.4;;
71350;96.4;;
71350;96.4;;
71450;138.4285714;1;
71450;138.4285714;;
71450;138.4285714;1;
71450;138.4285714;;
71450;138.4285714;1;
71450;138.4285714;1;
71450;138.4285714;;
71450;355;1;
71450;355;1;
71450;115;;
71450;103.25;1;
71450;103.25;1;
71450;103.25;1;
71450;103.25;;
71450;155;;
71450;26.25;1;
71450;26.25;1;
71450;26.25;1;
71450;26.25;1;
71450;36.66666667;;
