ciudad;ingpc;empleo;desempleo
120850;66;;
120850;137.6666667;1;
120850;137.6666667;;
120850;137.6666667;;
120850;137.6666667;;
120850;137.6666667;1;
120850;137.6666667;;
120850;159.1666667;1;
120850;159.1666667;;
120850;159.1666667;;
120850;159.1666667;1;
120850;159.1666667;;
120850;159.1666667;;
120850;222.5;1;
120850;222.5;1;
120850;222.5;1;
120850;222.5;;
120850;92;1;
120850;92;;
120850;92;;
120850;92;;
120850;92;;
120850;775.6;1;
120850;775.6;1;
120850;775.6;;
120850;775.6;;
120850;775.6;1;
120850;150;1;
120850;150;;
120850;177.5;1;
120850;177.5;;
120850;240;1;
120950;85;1;
120950;85;;
120950;85;1;
120950;85;;
120950;130;;
120950;130;1;
120950;130;1;
120950;130;1;
120950;130;;
120950;67.5;;
120950;67.5;;
120950;389.2;1;
120950;389.2;1;
120950;389.2;;
120950;389.2;;
120950;389.2;;
120950;370;1;
120950;370;1;
120950;370;1;
120950;60.6;1;
120950;60.6;;
120950;60.6;;
120950;60.6;;
120950;60.6;;
120950;170;1;
120950;170;;
120950;170;;1
120950;170;1;
120950;170;;
120950;170;1;
120950;170;;
121050;163;1;
121050;163;;
121050;163;;
121050;163;;
121050;912.5;1;
121050;912.5;1;
121050;190;;
121050;470;1;
121050;470;;
121050;91.8;1;
121050;91.8;;
121050;91.8;;
121050;91.8;;
121050;91.8;;
121050;147.4444444;1;
121050;147.4444444;;
121050;147.4444444;1;
121050;147.4444444;1;
121050;147.4444444;;
121050;147.4444444;;
121050;147.4444444;;
121050;147.4444444;;
121050;147.4444444;;
121050;120;1;
121050;120;;
121050;83;;
121050;83;1;
121050;83;1;
121050;83;;
121050;83;;
121050;200;1;
121050;370;1;
121050;370;1;
121050;133.3333333;1;
121050;133.3333333;;
121050;133.3333333;1;
121050;422.5;1;
121050;422.5;1;
121050;88.75;1;
121050;88.75;;
121050;88.75;;
121050;88.75;;
121050;86.66666667;1;
121050;86.66666667;;
121050;86.66666667;;
121050;86.66666667;;
121050;86.66666667;;
121050;86.66666667;;
121050;380.75;1;
121050;380.75;1;
121050;380.75;;
121050;380.75;;
121050;260;;
121050;206.6666667;;
121050;206.6666667;1;
121050;206.6666667;1;
121050;66.75;1;
121050;66.75;;
121050;66.75;;
121050;66.75;;
121050;450;1;
121050;220;1;
121050;200;;
121150;165;1;
121150;165;;
121150;165;;
121150;320;1;
121150;152.6666667;1;
121150;152.6666667;;
121150;152.6666667;;
121150;245;1;
121150;245;1;
121150;173.3333333;1;
121150;173.3333333;;
121150;173.3333333;;
121150;155.75;1;
121150;155.75;;
121150;155.75;1;
121150;155.75;;
121150;62.90909091;1;
121150;62.90909091;;
121150;62.90909091;1;
121150;62.90909091;;
121150;62.90909091;;
121150;62.90909091;;
121150;62.90909091;;
121150;62.90909091;;
121150;62.90909091;;
121150;62.90909091;;
121150;62.90909091;;
121150;66.25;1;
121150;66.25;;
121150;66.25;1;
121150;66.25;1;
121150;166.6666667;1;
121150;166.6666667;;
121150;166.6666667;;
121150;260;1;
121150;260;;
121150;133.25;1;
121150;133.25;1;
121150;133.25;;
121150;133.25;;
121150;88.85714286;1;
121150;88.85714286;;
121150;88.85714286;;
121150;88.85714286;;
121150;88.85714286;;
121150;88.85714286;;
121150;88.85714286;;
121250;193.3333333;;
121250;193.3333333;1;
121250;193.3333333;1;
121250;160;;
121250;118.25;1;
121250;118.25;;
121250;118.25;;
121250;118.25;;
121250;220;1;
121250;200;1;
121250;200;;
121250;255;1;
121250;100;;
121250;100;;
121250;116.2;1;
121250;116.2;;
121250;116.2;;
121250;116.2;;
121250;116.2;;
121250;170.1111111;1;
121250;170.1111111;;
121250;170.1111111;1;
121250;170.1111111;1;
121250;170.1111111;;
121250;170.1111111;1;
121250;170.1111111;;
121250;170.1111111;;
121250;170.1111111;;
121250;111.75;;
121250;111.75;1;
121250;111.75;1;
121250;111.75;;
121250;120;;
121250;160;;
121250;160;1;
121250;160;;
121250;80.25;1;
121250;80.25;;
121250;80.25;;
121250;80.25;;
121250;141;;
121250;141;;
121250;141;;
121350;132.5;1;
121350;132.5;;
121350;132.5;;
121350;132.5;1;
121350;150;1;
121350;150;;
121350;190;1;
121350;190;;
121350;169;1;
121350;169;;
121350;100;1;
121350;100;;
121350;100;;
121350;92;;
121350;92;;
121350;92;;
121350;92;1;
121350;92;;
121350;81.33333333;1;
121350;81.33333333;;
121350;81.33333333;;
121350;300;;
121350;114;1;
121350;114;;
121350;114;;
121350;114;;
121350;114;;
121350;114;;
121350;170;;
121350;170;1;
121350;170;;
121350;196.6666667;1;
121350;196.6666667;;
121350;196.6666667;1;
121350;59.5;1;
121350;59.5;;
121350;59.5;1;
121350;59.5;;
121350;59.5;;
121350;59.5;;
121350;59.5;;
121350;59.5;;
121350;59.5;;
121350;59.5;;
121350;153.3333333;1;
121350;153.3333333;1;
121350;153.3333333;;
121350;300;;
130150;455;1;
130150;440;1;
130150;1081.666667;1;
130150;1081.666667;;
130150;1081.666667;1;
130150;455;1;
130150;455;;
130150;455;;
130150;494;;
130150;494;1;
130150;406;1;
130150;762.5;1;
130150;762.5;;
130150;338.3333333;;
130150;338.3333333;;
130150;338.3333333;1;
130150;430;1;
130150;430;1;
130150;235;1;
130150;235;;
130150;235;;
130150;319;1;
130150;319;1;
130150;319;;
130150;125;;
130150;125;;
130150;350;1;
130150;350;1;
130150;350;1;
130150;350;1;
130150;235.6666667;1;
130150;235.6666667;;
130150;235.6666667;;
130150;235.6666667;1;
130150;235.6666667;1;
130150;235.6666667;;
130150;241.6;1;
130150;241.6;;
130150;241.6;;
130150;241.6;;
130150;241.6;1;
130150;266.25;1;
130150;266.25;1;
130150;266.25;;
130150;266.25;;
130150;90.5;;
130150;90.5;;
130150;90.5;;
130150;90.5;;
130150;300;1;
130150;300;;
130150;300;;
130150;260;;
130150;260;;
130150;260;;
130150;260;;
130150;180;1;
130150;180;1;
130150;180;1;
130150;180;;1
130150;180;;
130153;222.1666667;1;
130153;222.1666667;1;
130153;222.1666667;1;
130153;222.1666667;;
130153;222.1666667;;
130153;222.1666667;;
130153;98.2;1;
130153;98.2;;
130153;98.2;;
130153;98.2;;
130153;98.2;;
130153;101.25;1;
130153;101.25;;
130153;101.25;;
130153;101.25;;
130153;75.71428571;1;
130153;75.71428571;;
130153;75.71428571;1;
130153;75.71428571;;
130153;75.71428571;1;
130153;75.71428571;;
130153;75.71428571;;
130153;407.5;1;
130153;407.5;1;
130153;33;1;
130153;33;;
130153;33;1;
130153;33;;
130153;33;;
130153;208.75;1;
130153;208.75;;
130153;208.75;1;
130153;208.75;1;
130250;91.2;1;
130250;91.2;;
130250;91.2;;
130250;91.2;;
130250;91.2;;
130250;162.5;;
130250;162.5;;
130250;162.5;1;
130250;162.5;1;
130250;51.375;1;
130250;51.375;;
130250;51.375;1;
130250;51.375;;
130250;51.375;;
130250;51.375;;
130250;51.375;;
130250;51.375;;
130250;73.33333333;1;
130250;73.33333333;;
130250;73.33333333;;
130250;180.3333333;1;
130250;180.3333333;;
130250;180.3333333;;
130250;159.6;1;
130250;159.6;1;
130250;159.6;;
130250;159.6;;
130250;159.6;;
130250;279.6;;
130250;279.6;;
130250;279.6;;
130250;279.6;;
130250;279.6;1;
130250;100;;
130250;100;;
130250;180;1;
130250;180;1;
130250;82.66666667;1;
130250;82.66666667;1;
130250;82.66666667;;
130250;30.33333333;1;
130250;30.33333333;1;
130250;30.33333333;;
130250;105;1;
130250;105;;
130250;67.5;1;
130250;67.5;1;
130250;67.5;;
130250;67.5;;
130250;67.5;1;
130250;67.5;;
130250;205;;
130352;11;1;
130352;11;;
130352;11;;
130352;11;1;
130352;11;;
130352;120;;
130352;120;;
130352;120;;
130352;195;1;
130352;195;;
130352;300;;
130352;387.5;1;
130352;387.5;1;
130352;241.25;1;
130352;241.25;;
130352;241.25;;
130352;241.25;;
130352;121.6666667;;
130352;121.6666667;;
130352;121.6666667;1;
130352;210.6666667;1;
130352;210.6666667;1;
130352;210.6666667;;
130352;103;1;
130352;103;1;
130352;103;1;
130352;103;;
130352;103;;
130352;210;;
130352;73.5;1;
130352;73.5;1;
130352;73.5;;
130352;73.5;;
130352;73.5;;
130352;73.5;;
130352;550;1;
130352;550;1;
130357;124;;
130357;124;1;
130357;108.3333333;;
130357;108.3333333;;
130357;108.3333333;;
130357;108.3333333;1;
130357;108.3333333;1;
130357;108.3333333;1;
130357;108.3333333;;
130357;108.3333333;;
130357;108.3333333;;
130357;108.3333333;;
130357;108.3333333;;
130357;108.3333333;;
130357;63.33333333;;
130357;63.33333333;;
130357;63.33333333;1;
130357;63.33333333;;
130357;63.33333333;1;
130357;63.33333333;1;
130357;223;1;
130357;223;1;
130357;223;1;
130357;223;;
130357;143.8;1;
130357;143.8;;
130357;143.8;1;
130357;143.8;1;
130357;143.8;;
130357;227.5;1;
130357;227.5;;
130357;227.5;1;
130357;227.5;;
130357;198;1;
130357;198;1;
130357;198;;1
130357;198;1;
130357;198;1;
130400;93.4;1;
130400;93.4;;
130400;93.4;1;
130400;93.4;;
130400;93.4;;
130400;1313.5;1;
130400;1313.5;1;
130400;370;;
130400;370;;
130400;209.1666667;1;
130400;209.1666667;1;
130400;209.1666667;1;
130400;209.1666667;;
130400;209.1666667;;
130400;209.1666667;;
130400;152;1;
130400;152;;
130400;312.5;1;
130400;312.5;;
130400;126.8333333;1;
130400;126.8333333;1;
130400;126.8333333;;
130400;126.8333333;;
130400;126.8333333;;
130400;126.8333333;;
130400;74.16666667;;
130400;74.16666667;1;
130400;74.16666667;;
130400;74.16666667;;
130400;74.16666667;;
130400;74.16666667;;
130400;56.66666667;;
130400;56.66666667;;
130400;56.66666667;;
130400;212.5;1;
130400;212.5;1;
130400;300;1;
130400;107.5;1;
130400;107.5;;
130400;117.5;1;
130400;117.5;1;
130400;117.5;1;
130400;117.5;;
130450;75.2;1;
130450;75.2;;
130450;75.2;;
130450;75.2;;
130450;75.2;;
130450;180;;
130450;33.33333333;;
130450;33.33333333;;
130450;33.33333333;1;
130450;280;1;
130450;560;;
130450;165.75;1;
130450;165.75;1;
130450;165.75;1;
130450;165.75;;
130450;223.3333333;;
130450;223.3333333;1;
130450;223.3333333;1;
130450;124.8;1;
130450;124.8;;
130450;124.8;1;
130450;124.8;;
130450;124.8;;
130450;93.5;1;
130450;93.5;;
130450;93.5;;
130450;93.5;;
130450;317;;
130450;317;1;
130450;317;1;
130450;317;;
130450;317;;
130450;300;1;
130450;95;1;
130450;95;;
130450;95;;
130450;95;;
130450;698;1;
130450;698;1;
130450;698;;
130450;57.8;1;
130450;57.8;;
130450;57.8;;
130450;57.8;;
130450;57.8;;
130550;290;;
130550;165.8333333;1;
130550;165.8333333;1;
130550;165.8333333;1;
130550;165.8333333;1;
130550;165.8333333;;
130550;165.8333333;;
130550;113;1;
130550;113;;
130550;113;;
130550;113;;
130550;55.5;1;
130550;55.5;1;
130550;55.5;1;
130550;55.5;;
130550;99.2;1;
130550;99.2;;
130550;99.2;;
130550;99.2;;
130550;99.2;;
130550;148.5;1;
130550;148.5;;
130550;260;;
130550;260;1;
130657;67.5;1;
130657;67.5;1;
130657;82.5;;
130657;82.5;;
130657;195;1;
130657;195;1;
130657;300;1;
130657;129;1;
130657;129;1;
130657;129;;
130657;110.25;1;
130657;110.25;;
130657;110.25;;
130657;110.25;;
130657;155;;
130657;155;;
130850;164.2;1;
130850;164.2;;
130850;164.2;1;
130850;164.2;;
130850;164.2;;
130850;180;;
130850;86;1;
130850;86;;
130850;86;;
130850;86;;
130850;86;;
130850;86;;
130850;86;;
130850;220;1;
130850;220;1;
130850;142.5;;
130850;142.5;1;
130850;175;;
130850;167.5;1;
130850;167.5;;
130850;167.5;1;
130850;167.5;;
130850;409.25;1;
130850;409.25;;
130850;409.25;1;
130850;409.25;;
130850;275;;
130850;275;;
130850;346.6666667;1;
130850;346.6666667;;
130850;346.6666667;1;
130850;540;1;
130850;540;1;
130850;540;1;
130850;450;1;
130850;450;1;
130850;289;1;
130850;289;;
130850;222.5;1;
130850;222.5;1;
130850;222.5;;
130850;222.5;;
130850;600;1;
130850;335.8;1;
130850;335.8;1;
130850;335.8;1;
130850;335.8;1;
130850;335.8;1;
130850;907.5;;
130850;907.5;;
130850;907.5;1;
130850;907.5;1;
130850;496;;
130850;496;1;
130850;496;1;
130850;496;;
130850;496;;
130850;287;1;
130850;287;;
130850;287;;
130850;287;;
130850;221.1666667;1;
130850;221.1666667;;
130850;221.1666667;;
130850;221.1666667;1;
130850;221.1666667;;
130850;221.1666667;;
130850;204;1;
130850;204;1;
130850;204;;
130850;204;;
130850;225.4;1;
130850;225.4;1;
130850;225.4;1;
130850;225.4;;
130850;225.4;;
130850;190;1;
130850;190;;
130850;190;1;
130850;190;;
130850;190;;
130850;151.6666667;;
130850;151.6666667;1;
130850;151.6666667;1;
130850;151.25;;
130850;151.25;;
130850;151.25;1;
130850;151.25;;
130850;140.75;1;
130850;140.75;;
130850;140.75;;
130850;140.75;;
130850;207.6666667;1;
130850;207.6666667;;
130850;207.6666667;;
130850;339.4;1;
130850;339.4;1;
130850;339.4;1;
130850;339.4;1;
130850;339.4;;
130851;200;;
130851;210;;
130851;71.66666667;1;
130851;71.66666667;;
130851;71.66666667;1;
130851;71.66666667;1;
130851;71.66666667;;
130851;71.66666667;;
130851;237.6666667;1;
130851;237.6666667;1;
130851;237.6666667;;
130851;295.3333333;;
130851;295.3333333;1;
130851;295.3333333;;
130851;91.25;;
130851;91.25;1;
130851;91.25;;
130851;91.25;;
130851;97;1;
130851;97;;
130851;97;;
130851;97;;
130950;54.66666667;;
130950;54.66666667;1;
130950;54.66666667;;
130950;137.25;1;
130950;137.25;1;
130950;137.25;;
130950;137.25;;
130950;395;1;
130950;395;1;
130950;395;;
130950;510;1;
130950;73.2;1;
130950;73.2;;
130950;73.2;;
130950;73.2;;
130950;73.2;;
130950;350;1;
130950;150;;
130950;53.75;;
130950;53.75;1;
130950;53.75;;
130950;53.75;;
130950;320;;
130950;320;1;
130950;121;;
130950;121;1;
130950;121;;
130950;67;1;
130950;67;;
130950;67;;
130950;67;;
130950;67;;
130950;555.25;1;
130950;555.25;1;
130950;555.25;;
130950;555.25;;
130950;140.7142857;1;
130950;140.7142857;;
130950;140.7142857;;1
130950;140.7142857;1;
130950;140.7142857;1;
130950;140.7142857;;
130950;140.7142857;1;
130950;253.25;;
130950;253.25;1;
130950;253.25;;
130950;253.25;;
131350;120;1;
131350;120;;
131350;120;;
131350;415;1;
131350;305;;
131350;305;;
131350;150;;
131350;131.2;1;
131350;131.2;1;
131350;131.2;;
131350;131.2;;
131350;131.2;;
131350;108.2;1;
131350;108.2;;
131350;108.2;;
131350;108.2;;
131350;108.2;;
131350;101.5;1;
131350;101.5;;
131350;91.25;;
131350;91.25;;
131350;91.25;;
131350;91.25;;
131350;145;1;
131350;145;1;
131350;145;;
131350;224;1;
131350;108;;
131350;108;;
131350;108;1;
131350;108;1;
131350;108;;
131350;96.57142857;1;
131350;96.57142857;1;
131350;96.57142857;1;
131350;96.57142857;1;
131350;96.57142857;1;
131350;96.57142857;;
131350;96.57142857;;
131350;103.3333333;1;
131350;103.3333333;1;
131350;103.3333333;1;
131350;125;1;
131351;167.5;1;
131351;167.5;1;
131351;167.5;1;
131351;167.5;;
131351;2036.666667;1;
131351;2036.666667;;
131351;2036.666667;;
131351;192.5;1;
131351;192.5;1;
131351;230;;
131351;269;1;
131351;160;1;
131351;160;;
131351;102.3333333;1;
131351;102.3333333;;
131351;102.3333333;;
131450;73.57142857;1;
131450;73.57142857;1;
131450;73.57142857;1;
131450;73.57142857;;
131450;73.57142857;1;
131450;73.57142857;;
131450;73.57142857;;
131450;71;1;
131450;71;;
131450;71;1;
131450;71;;
131450;71;;
131450;250;;1
131450;83.2;1;
131450;83.2;;
131450;83.2;1;
131450;83.2;;
131450;83.2;;
131450;133.3333333;1;
131450;133.3333333;1;
131450;133.3333333;1;
131450;231.3333333;1;
131450;231.3333333;1;
131450;231.3333333;;
131450;269.3333333;1;
131450;269.3333333;1;
131450;269.3333333;;
131453;200;;
131453;93.75;1;
131453;93.75;;
131453;93.75;;
131453;93.75;;
131453;100;1;
131453;100;1;
131453;255.75;1;
131453;255.75;;
131453;255.75;1;
131453;255.75;;
131453;40.75;1;
131453;40.75;;
131453;40.75;;
131453;40.75;;
131453;250;1;
131453;250;;
131453;108.8;1;
131453;108.8;;
131453;108.8;1;
131453;108.8;;
131453;108.8;;
131750;697;1;
131750;266.6666667;1;
131750;266.6666667;1;
131750;266.6666667;1;
131750;66.66666667;1;
131750;66.66666667;1;
131750;66.66666667;1;
131750;66.66666667;1;
131750;66.66666667;;
131750;66.66666667;1;
131750;710.25;1;
131750;710.25;1;
131750;710.25;;
131750;710.25;;
140150;1700;1;
140150;700;1;
140150;367.25;1;
140150;367.25;1;
140150;367.25;;
140150;367.25;;
140150;176;1;
140150;176;;
140150;176;;
140150;176;;
140150;176;;
140150;946.6666667;1;
140150;946.6666667;1;
140150;946.6666667;;
140150;130;;
140150;130;1;
140153;160;1;
140153;550;1;
140153;550;1;
140153;550;1;
140153;550;;
140153;550;;
140153;550;;
140153;103.7142857;1;
140153;103.7142857;1;
140153;103.7142857;1;
140153;103.7142857;;
140153;103.7142857;;
140153;103.7142857;;
140153;103.7142857;;
140153;222.4;1;
140153;222.4;1;
140153;222.4;;
140153;222.4;;
140153;222.4;;
140153;126.125;1;
140153;126.125;;1
140153;126.125;1;
140153;126.125;;1
140153;126.125;;
140153;126.125;;
140153;126.125;;
140153;126.125;;
140153;446;1;
140153;446;1;
140153;446;1;
140153;446;1;
140157;55;1;
140157;55;1;
140157;16.83333333;1;
140157;16.83333333;1;
140157;16.83333333;1;
140157;16.83333333;;
140157;16.83333333;;
140157;16.83333333;;
140157;51;1;
140157;51;1;
140157;51;;
140157;28;1;
140157;28;1;
140157;28;;
140157;28;;
140157;28;;
140157;28;;
140157;28;;
140157;250;1;
140157;67.5;1;
140157;67.5;1;
140157;33.8;1;
140157;33.8;1;
140157;33.8;;
140157;33.8;;
140157;33.8;;
140250;277;1;
140250;277;1;
140250;277;;
140250;704;;
140250;704;1;
140250;112.25;;1
140250;112.25;;
140250;112.25;;
140250;112.25;;
140250;100;1;
140250;100;;
140250;100;;
140250;275.3333333;1;
140250;275.3333333;1;
140250;275.3333333;;
140250;1025;;1
140250;1025;1;
140250;736;1;
140250;736;1;
140253;715;1;
140253;47;1;
140253;47;;
140253;47;;
140253;47;;
140253;47;;
140253;80;1;
140253;314;1;
140253;314;1;
140253;314;;
140253;314;;
140253;171.4285714;1;
140253;171.4285714;1;
140253;171.4285714;1;
140253;171.4285714;1;
140253;171.4285714;1;
140253;171.4285714;;
140253;171.4285714;;
140253;130;1;
140253;150;1;
140253;37.5;1;
140253;37.5;1;
140253;37.5;;
140253;37.5;;
140253;;;
140253;44;;
140253;44;;
140253;101.2;1;
140253;101.2;;
140253;101.2;;
140253;101.2;;
140253;101.2;;
140253;124.3333333;1;
140253;124.3333333;1;
140253;124.3333333;;
140253;18;1;
140253;35.75;1;
140253;35.75;1;
140253;35.75;;
140253;35.75;;
140253;48.2;1;
140253;48.2;1;
140253;48.2;;
140253;48.2;;
140253;48.2;;
140350;83;;
140350;83;;
140350;83;;
140350;83;1;
140350;83;;
140350;142.5;1;
140350;142.5;;
140350;145;;
140350;145;;
140350;500;1;
140350;350;;1
140450;30;1;
140450;30;;
140450;280.8;1;
140450;280.8;1;
140450;280.8;1;
140450;280.8;1;
140450;280.8;;
140450;451;;1
140450;451;1;
140450;146.6666667;1;
140450;146.6666667;1;
140450;146.6666667;1;
140450;350;1;
140450;350;1;
140450;350;1;
140450;350;1;
140450;209.6153846;1;
140450;209.6153846;1;
140450;209.6153846;1;
140450;209.6153846;;
140450;209.6153846;;
140450;209.6153846;1;
140450;209.6153846;1;
140450;209.6153846;1;
140450;209.6153846;1;
140450;209.6153846;;
140450;209.6153846;;
140450;209.6153846;;
140450;209.6153846;;
140450;1457.5;1;
140450;1457.5;1;
140650;98.5;1;
140650;98.5;;
140650;98.5;;
140650;98.5;;
140650;118.2;;
140650;118.2;1;
140650;118.2;;
140650;118.2;;
140650;118.2;;
140650;93.2;1;
140650;93.2;1;
140650;93.2;;
140650;93.2;;
140650;93.2;;
140650;274.75;1;
140650;274.75;1;
140650;274.75;1;
140650;274.75;;
140650;1035;1;
140650;1035;1;
140650;120;1;
140650;120;1;
140650;120;;1
140650;120;1;
140650;120;1;
140650;120;;
140650;120;;
140650;96;;
140650;96;1;
140652;160;1;
140652;325;;
140652;325;;
140652;81;1;
140652;81;;
140652;81;;
140652;265;1;
140652;265;1;
140652;386.6666667;1;
140652;386.6666667;1;
140652;386.6666667;1;
140652;64;1;
140652;64;1;
140652;64;;
140652;64;1;
140652;64;1;
140652;126;1;
140652;126;1;
140652;126;;
140652;90;1;
140652;90;1;
140652;164.25;1;
140652;164.25;1;
140652;164.25;;
140652;164.25;1;
140652;160;1;
140652;295;1;
140652;295;;
140652;295;;
140652;159;1;
140652;159;1;
140652;159;1;
140652;159;;
140652;159;;
140652;216.6666667;1;
140652;216.6666667;1;
140652;216.6666667;1;
140652;100;1;
140652;100;;
140652;100;1;
140652;100;1;
140652;100;;
140751;25;;
140751;25;1;
140751;187.5;1;
140751;187.5;1;
140751;44;1;
140751;44;;
140751;44;;
140751;44;;
140751;44;;
140751;130;;
140751;88.33333333;;
140751;88.33333333;;
140751;88.33333333;1;
140751;41.25;1;
140751;41.25;1;
140751;41.25;;
140751;41.25;;
140751;46.28571429;1;
140751;46.28571429;;
140751;46.28571429;;
140751;46.28571429;;
140751;46.28571429;;
140751;46.28571429;;
140751;46.28571429;;
140850;116.2857143;1;
140850;116.2857143;;1
140850;116.2857143;1;
140850;116.2857143;1;
140850;116.2857143;;
140850;116.2857143;;
140850;116.2857143;;
140850;329.75;1;
140850;329.75;1;
140850;329.75;;
140850;329.75;1;
140850;211.6666667;1;
140850;211.6666667;1;
140850;211.6666667;1;
140850;211.6666667;;
140850;211.6666667;;
140850;211.6666667;;
140850;406.5;1;
140850;406.5;1;
140850;220;1;
140850;220;;
140850;220;;
140850;710.3333333;1;
140850;710.3333333;1;
140850;710.3333333;;
140850;146.3333333;1;
140850;146.3333333;;
140850;146.3333333;;
140850;138.3333333;1;
140850;138.3333333;;
140850;138.3333333;;
140850;173.75;1;
140850;173.75;1;
140850;173.75;;
140850;173.75;;
140850;30;1;
140850;210;;
140850;106.3636364;1;
140850;106.3636364;1;
140850;106.3636364;1;
140850;106.3636364;1;
140850;106.3636364;1;
140850;106.3636364;1;
140850;106.3636364;;
140850;106.3636364;;
140850;106.3636364;;
140850;106.3636364;;
140850;106.3636364;;
140850;57;1;
140850;57;;
140850;57;;
140850;57;;
140850;57;;
140850;105;1;
140850;105;;
140950;30.66666667;1;
140950;30.66666667;1;
140950;30.66666667;;
140950;30.66666667;;
140950;30.66666667;;
140950;30.66666667;;
140950;87;1;
140950;87;1;
140950;87;1;
140950;87;;
140950;87;;
140950;43.66666667;1;
140950;43.66666667;1;
140950;43.66666667;;
140950;43.66666667;;
140950;43.66666667;;
140950;43.66666667;;
140950;343.25;1;
140950;343.25;1;
140950;343.25;;
140950;343.25;;
140950;21.14285714;1;
140950;21.14285714;1;
140950;21.14285714;1;
140950;21.14285714;;
140950;21.14285714;;
140950;21.14285714;;
140950;21.14285714;;
140950;250;1;
140950;250;1;
140950;250;1;
140950;250;1;
140950;250;;
140950;14.5;1;
140950;14.5;1;
140950;14.5;1;
140950;14.5;1;
140950;14.5;;
140950;14.5;;
140950;14.5;;
140950;14.5;;
141050;10;1;
141050;10;1;
141050;10;;
141050;10;;
141050;92.5;1;
141050;92.5;1;
141050;36.4;1;
141050;36.4;1;
141050;36.4;1;
141050;36.4;1;
141050;36.4;;
141050;52;1;
141050;52;1;
141050;52;;
141050;52;;
141050;45;1;
141050;45;1;
141050;45;1;
141050;45;;
141050;45;;
141050;61.83333333;1;
141050;61.83333333;1;
141050;61.83333333;1;
141050;61.83333333;1;
141050;61.83333333;;
141050;61.83333333;;
141050;66.33333333;1;
141050;66.33333333;1;
141050;66.33333333;;
150150;280;;
150150;52.8;1;
150150;52.8;;1
150150;52.8;;
150150;52.8;;
150150;52.8;;
150150;330.2857143;1;
150150;330.2857143;1;
150150;330.2857143;1;
150150;330.2857143;;
150150;330.2857143;;
150150;330.2857143;;
150150;330.2857143;;
150150;201.3333333;1;
150150;201.3333333;1;
150150;201.3333333;;
150150;26.66666667;1;
150150;26.66666667;1;
150150;26.66666667;;
150150;62.25;1;
150150;62.25;;
150150;62.25;;
150150;62.25;;
150150;301;1;
150150;301;1;
150150;301;;
150150;301;;
150150;82.16666667;1;
150150;82.16666667;1;
150150;82.16666667;;
150150;82.16666667;;
150150;82.16666667;;
150150;82.16666667;;
150150;107.2;1;
150150;107.2;1;
150150;107.2;;
150150;107.2;;
150150;107.2;1;
150150;43.83333333;;
150150;43.83333333;;
150150;43.83333333;;
150150;43.83333333;;
150150;43.83333333;;
150150;43.83333333;;
150150;337;1;
150150;337;1;
150150;337;1;
150150;262.5;1;
150150;262.5;1;
150150;100;;
150150;100;;
150150;30.4;1;
150150;30.4;1;
150150;30.4;;
150150;30.4;;
150150;30.4;;
150150;230;1;
150150;230;1;
150150;230;;
150150;500;1;
150150;300;1;
150150;160;1;
150150;160;1;
150150;110.3333333;1;
150150;110.3333333;1;
150150;110.3333333;;
150150;130;;
150150;52.25;1;
150150;52.25;;
150150;52.25;;
150150;52.25;;
150150;609;1;
150150;609;1;
150150;609;;
150150;600;1;
150150;600;1;
150150;160;;
150150;350;;
150150;800;;
150150;800;;
150150;800;;
150150;111.2;;
150150;111.2;1;
150150;111.2;;
150150;111.2;;
150150;111.2;;
150150;145;1;
150150;145;1;
150150;145;1;
150150;145;;
150150;198.1666667;1;
150150;198.1666667;;
150150;198.1666667;;
150150;198.1666667;;
150150;198.1666667;;
150150;198.1666667;;
150150;113.25;1;
150150;113.25;1;
150150;113.25;;
150150;113.25;;
150150;765;1;
150150;765;1;
150150;765;;
150150;765;;
150150;562.5;1;
150150;562.5;1;
150150;562.5;1;
150150;562.5;1;
150150;97.33333333;1;
150150;97.33333333;;
150150;97.33333333;;
150150;264;1;
150150;264;1;
150150;264;;
150150;463;1;
150150;463;;
150150;463;;
150150;141.3333333;1;
150150;141.3333333;;
150150;141.3333333;;
150150;143.3333333;1;
150150;143.3333333;;
150150;143.3333333;1;
150150;339;1;
150150;339;1;
150150;339;1;
150150;339;;
150150;339;;
150150;155.3333333;1;
150150;155.3333333;1;
150150;155.3333333;;
150150;113.25;1;
150150;113.25;1;
150150;113.25;1;
150150;113.25;;
150150;113.25;;
150150;113.25;;
150150;113.25;;
150150;113.25;;
150150;71;1;
150150;71;1;
150150;168.8333333;1;
150150;168.8333333;1;
150150;168.8333333;1;
150150;168.8333333;1;
150150;168.8333333;1;
150150;168.8333333;;
150150;1020;1;
150150;446.6666667;1;
150150;446.6666667;1;
150150;446.6666667;1;
150150;203.25;1;
150150;203.25;1;
150150;203.25;1;
150150;203.25;;
150150;116.5;1;
150150;116.5;;
150150;116.5;1;
150150;116.5;;
150150;287.6;1;
150150;287.6;1;
150150;287.6;;
150150;287.6;;
150150;287.6;1;
150150;876;1;
150150;876;1;
150151;28.33333333;1;
150151;28.33333333;1;
150151;28.33333333;1;
150151;28.33333333;;
150151;28.33333333;;
150151;28.33333333;;
150151;16.33333333;1;
150151;16.33333333;1;
150151;16.33333333;;
150151;115;1;
150151;115;;
150151;124;;
150151;124;1;
150151;59;1;
150151;59;1;
150151;59;;
150151;59;;
150151;59;;
150151;59;;
150151;1388;1;
150151;1388;;
150151;150.5714286;1;
150151;150.5714286;1;
